INSEE REGI;INSEE DEPT;INSEE EPCI;INSEE COMM;INSEE IRIS;Maille géographique;Année;Nom IRIS;Code IRIS;Type IRIS;Nom commune;Code commune;Nom EPCI;Code EPCI;Type EPCI;Nom département;Code département;Nom région;Code région;Nb sites secteur résidentiel Enedis;Conso totale secteur résidentiel Enedis (MWh);Conso moyenne secteur résidentiel Enedis (MWh);Nb sites Agriculture Enedis;Conso totale Agriculture Enedis (MWh);Nb sites Industrie Enedis;Conso totale Industrie Enedis (MWh);Nb sites Tertiaire Enedis;Conso totale Tertiaire Enedis (MWh);Nb sites Secteur non affecté Enedis;Conso totale Secteur non affecté Enedis (MWh);Geo Point;Geo Shape
53;35;243500139;35051;350510101;IRIS;2011;Cesson-Sévigné CENTRE;350510101;H;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2553;16019.6755980877;6.27484355585102;0;0.0;7;735.14355991831;88.0;25251.6488155049;0;0.0;;
53;35;243500139;35051;350510101;IRIS;2012;Cesson-Sévigné CENTRE;350510101;H;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2594;17220.8131791581;6.63870978379265;0;0.0;8;736.072828789373;89.0;27282.4092633986;0;0.0;;
53;35;243500139;35051;350510102;IRIS;2014;Cesson-Sévigné LA HUBLAIS;350510102;H;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1839;7979.68709447124;4.33914469519915;0;0.0;;;14.0;2005.41138841977;0;0.0;;
53;35;243500139;35051;350510105;IRIS;2011;Cesson-Sévigné RURAL SUD;350510105;D;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;303;2737.85302358071;9.03581855967233;;;0;0.0;3.0;146.018596033492;0;0.0;;
53;35;243500139;35051;350510105;IRIS;2013;Cesson-Sévigné RURAL SUD;350510105;D;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;320;3211.85564407704;10.0370488877407;;;0;0.0;3.0;142.31743437559;0;0.0;;
53;35;243500139;35051;350510201;IRIS;2011;Cesson-Sévigné RURAL EST;350510201;D;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;131;980.375943769256;7.48378583029966;;;;;;;;;;
53;35;243500139;35051;350510202;IRIS;2014;Cesson-Sévigné RURAL NORD;350510202;D;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;618;4844.69682041252;7.83931524338595;0;0.0;;;47.0;58194.3418271721;;;;
53;35;243500139;35051;350510202;IRIS;2015;Cesson-Sévigné RURAL NORD;350510202;D;Cesson-Sévigné;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;621;5119.78932065949;8.2444272474388;0;0.0;11;13888.2175329175;49.0;53968.4609252427;;;48.1425980097, -1.6109771696;"{""type"": ""Polygon"", ""coordinates"": [[[-1.613527518997125, 48.127176268768615], [-1.628728500698695, 48.12720178119957], [-1.631088908886469, 48.13003779854015], [-1.634480922399838, 48.13221917675341], [-1.633772476957504, 48.138860486606504], [-1.62668526238896, 48.145672124938], [-1.625008017884559, 48.1457289446519], [-1.624399473836588, 48.14836048661238], [-1.625016322194321, 48.15489282646456], [-1.612509921830882, 48.160240272345284], [-1.598825979968048, 48.1576390972099], [-1.590818999376468, 48.15358599391256], [-1.589024658760232, 48.150269519072644], [-1.590718426808068, 48.14773747883663], [-1.590904476546519, 48.14564902081056], [-1.589702633933082, 48.14313420005677], [-1.590796207179377, 48.136165619349086], [-1.59676226351368, 48.131922071436], [-1.605502804109953, 48.12887790137056], [-1.613527518997125, 48.127176268768615]]]}"
53;35;243500139;35051;350510203;IRIS;2012;Cesson-Sévigné LA BOULAIS- BELLEVUE;350510203;H;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;604;7844.45524608488;12.987508685571;0;0.0;0;0.0;3.0;995.624537943782;0;0.0;;
53;35;243500139;35051;350510203;IRIS;2014;Cesson-Sévigné LA BOULAIS- BELLEVUE;350510203;H;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;604;6696.01309759684;11.0861143999948;0;0.0;0;0.0;3.0;972.873655154448;0;0.0;;
53;35;243500139;35051;350510204;IRIS;2011;Cesson-Sévigné BOURGCHEVREUIL;350510204;H;Cesson-Sévigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1296;8962.52031758387;6.91552493640731;0;0.0;;;18.0;3368.28238295707;0;0.0;;
53;35;243500139;35055;350550101;IRIS;2013;Nord;350550101;H;Chantepie;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2119;9269.55668064765;4.37449583796491;0;0.0;;;28.0;3434.22282626247;0;0.0;;
53;35;243500139;35055;350550101;IRIS;2015;Nord;350550101;H;Chantepie;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;2165;8921.86775734703;4.12095508422495;0;0.0;;;27.0;3129.61072306902;0;0.0;48.092717962, -1.61673041483;"{""type"": ""Polygon"", ""coordinates"": [[[-1.626758271277234, 48.09146589490092], [-1.624575761089148, 48.09982578439705], [-1.613757684832775, 48.09797505716852], [-1.604964675364546, 48.09088066321225], [-1.605989408679173, 48.087911412739295], [-1.608939718208095, 48.08817272381225], [-1.614900260758367, 48.08603725693607], [-1.624986547621285, 48.08998401473727], [-1.626758271277234, 48.09146589490092]]]}"
53;35;243500139;35055;350550102;IRIS;2013;Est;350550102;H;Chantepie;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2670;10157.2134826921;3.80419980625172;0;0.0;;;4.0;2327.83404388984;0;0.0;;
53;35;243500139;35055;350550102;IRIS;2014;Est;350550102;H;Chantepie;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2691;9600.58667030895;3.56766505771421;0;0.0;;;4.0;2300.14275127476;0;0.0;;
53;35;243500139;35055;350550102;IRIS;2015;Est;350550102;H;Chantepie;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;2696;9634.39690079482;3.57358935489422;0;0.0;3;273.155253610757;5.0;2470.38006256307;0;0.0;48.0815167664, -1.58753077537;"{""type"": ""Polygon"", ""coordinates"": [[[-1.620068769117945, 48.08230425807953], [-1.6181430695298, 48.08247213067567], [-1.615244004493427, 48.08627617243899], [-1.608939718208095, 48.08817272381225], [-1.605989408679173, 48.087911412739295], [-1.604964675364546, 48.09088066321225], [-1.593192363926733, 48.08904148162409], [-1.582463998479289, 48.09226465349042], [-1.56838139061164, 48.09243787317653], [-1.564810900382787, 48.08778471167755], [-1.56345910879799, 48.084048680474474], [-1.564862141688431, 48.080310385699406], [-1.575785283465099, 48.06639618040495], [-1.594759153125711, 48.073143830512635], [-1.602274805281493, 48.07691186279639], [-1.616092172856649, 48.079044314088726], [-1.619939525611089, 48.078977552468025], [-1.620068769117945, 48.08230425807953]]]}"
53;35;243500139;35055;35055xxxx;IRIS;2014;;35055xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;24;165.481060094599;6.89504417060828;0;0.0;;;5.0;379.18946678503;0;0.0;;
53;35;243500139;35065;350650000;IRIS;2015;La Chapelle-Thouarault (commune non irisée);350650000;Z;La Chapelle-Thouarault;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;943;5812.06291574383;6.16337530831795;0;0.0;;;3.0;105.293185061449;0;0.0;48.125015819, -1.8582167779;"{""type"": ""Polygon"", ""coordinates"": [[[-1.837005305333449, 48.124062474420825], [-1.836327458541668, 48.11976386607079], [-1.838607286752591, 48.118827295826094], [-1.843441058315459, 48.117890254720315], [-1.851928790041702, 48.11808272329686], [-1.86428977867876, 48.11273059935991], [-1.880195975143697, 48.1117109711758], [-1.883933571774048, 48.11304000053579], [-1.886876413726135, 48.12038560841955], [-1.887178593299372, 48.123301355435444], [-1.884726878878977, 48.12879259058539], [-1.880833875658462, 48.12802354910337], [-1.868782346731101, 48.13040110115997], [-1.830934486563037, 48.14122952720748], [-1.828232577025673, 48.13981671479977], [-1.827829592328554, 48.13812035144598], [-1.837005305333449, 48.124062474420825]]]}"
53;35;243500139;35066;350660102;IRIS;2011;Centre Ouest;350660102;H;Chartres-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2144;9905.25705748537;4.61998929920027;0;0.0;0;0.0;7.0;760.035733298485;0;0.0;;
53;35;243500139;35066;350660102;IRIS;2014;Centre Ouest;350660102;H;Chartres-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2187;9803.56355060701;4.48265365825652;0;0.0;0;0.0;6.0;783.324608981097;0;0.0;;
53;35;243500139;35066;350660104;IRIS;2013;Rural Est;350660104;D;Chartres-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;184;1187.24901389675;6.45244029291713;0;0.0;;;8.0;1927.5618546372;0;0.0;;
53;35;243500139;35066;35066xxxx;IRIS;2012;;35066xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;21;142.100598866919;6.76669518413899;0;0.0;;;4.0;143.946589430003;0;0.0;;
53;35;243500139;35066;35066xxxx;IRIS;2013;;35066xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;18;86.6607244080662;4.81448468933701;0;0.0;5;143.180015828202;4.0;173.989563968831;0;0.0;;
53;35;243500139;35066;35066xxxx;IRIS;2015;;35066xxxx;;;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;17;119.581452696212;7.03420309977715;0;0.0;4;103.559277144711;4.0;177.47662067095;;;;
53;35;243500139;35076;350760000;IRIS;2012;Chavagne;350760000;Z;Chavagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1682;9876.06963338012;5.87162284980982;;;5;634.503063207891;6.0;632.376333695687;0;0.0;;
53;35;243500139;35080;350800000;IRIS;2014;Cintré (commune non irisée);350800000;Z;Cintré;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;900;5664.90680982635;6.29434089980705;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35088;350880000;IRIS;2012;Corps-Nuds;350880000;Z;Corps-Nuds;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1401;10186.3446958658;7.27076709198128;;;;;11.0;1108.60657009966;0;0.0;;
53;35;243500139;35088;350880000;IRIS;2014;Corps-Nuds (commune non irisée);350880000;Z;Corps-Nuds;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1415;9726.43174940584;6.87380335647056;;;;;11.0;1066.63001219512;0;0.0;;
