INSEE REGI;INSEE DEPT;INSEE EPCI;INSEE COMM;INSEE IRIS;Maille géographique;Année;Nom IRIS;Code IRIS;Type IRIS;Nom commune;Code commune;Nom EPCI;Code EPCI;Type EPCI;Nom département;Code département;Nom région;Code région;Nb sites secteur résidentiel Enedis;Conso totale secteur résidentiel Enedis (MWh);Conso moyenne secteur résidentiel Enedis (MWh);Nb sites Agriculture Enedis;Conso totale Agriculture Enedis (MWh);Nb sites Industrie Enedis;Conso totale Industrie Enedis (MWh);Nb sites Tertiaire Enedis;Conso totale Tertiaire Enedis (MWh);Nb sites Secteur non affecté Enedis;Conso totale Secteur non affecté Enedis (MWh);Geo Point;Geo Shape
53;35;243500139;35131;351310000;IRIS;2011;L'Hermitage;351310000;Z;L'Hermitage;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1830;9039.57638629269;4.93965922748234;0;0.0;;;20.0;3220.51691208659;0;0.0;;
53;35;243500139;35131;351310000;IRIS;2014;L'Hermitage (commune non irisée);351310000;Z;L'Hermitage;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2003;9266.43996783824;4.62628056307451;0;0.0;;;20.0;3343.13818668031;0;0.0;;
53;35;243500139;35001;350010101;IRIS;2013;Ouest;350010101;H;Acigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1375;10705.0501524959;7.78549101999703;;;9;8043.81381157434;8.0;956.435031506046;0;0.0;;
53;35;243500139;35001;350010102;IRIS;2014;Est;350010102;H;Acigné;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1640;7893.75805766638;4.81326710833316;0;0.0;4;180.485719180461;4.0;286.022107477397;0;0.0;;
53;35;243500139;35001;350010102;IRIS;2015;Est;350010102;H;Acigné;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1673;8059.4248744941;4.81734899850215;0;0.0;4;168.3786850319;5.0;360.092903147097;0;0.0;48.1457233971, -1.5017430196;"{""type"": ""Polygon"", ""coordinates"": [[[-1.517220342911928, 48.170267991857756], [-1.503483051545993, 48.16993425969352], [-1.498593897317535, 48.17302027561761], [-1.494387598163797, 48.169781979259994], [-1.48853005782096, 48.16743017462572], [-1.478648925420106, 48.16525262955419], [-1.475328878619991, 48.16216479628138], [-1.46829802419919, 48.151455013179564], [-1.481112461540231, 48.14451182498409], [-1.483546091459276, 48.139994888846125], [-1.484977746878785, 48.135226700585186], [-1.4854630905571, 48.12478933444466], [-1.496873614459166, 48.12408035376407], [-1.505073608691342, 48.11897212089708], [-1.51153678564663, 48.120020851507896], [-1.514940525558697, 48.119684044364625], [-1.518470051564012, 48.12105391097928], [-1.519810985154003, 48.12560187897361], [-1.522669250997223, 48.129738278799046], [-1.526262569501164, 48.131323605782384], [-1.535261585730826, 48.13105994452096], [-1.535893234599045, 48.13174550952817], [-1.53404557346895, 48.13312083131024], [-1.531501156280967, 48.14165951602878], [-1.520543624092273, 48.14917899098952], [-1.518596469383735, 48.15187372515642], [-1.51569549379406, 48.16124386627064], [-1.517220342911928, 48.170267991857756]]]}"
53;35;243500139;35001;35001xxxx;IRIS;2014;;35001xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;23;81.8359005345459;3.55808263193678;0;0.0;;;0.0;0.0;0;0.0;;
53;35;243500139;35210;352100105;IRIS;2011;Sud;352100105;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;811;5821.5821339355;7.17827636736807;;;0;0.0;7.0;1514.24268377375;;;;
53;35;243500139;35210;352100105;IRIS;2014;Sud;352100105;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;830;5761.89500144172;6.94204217041171;;;0;0.0;7.0;1527.92092747241;;;;
53;35;243500139;35210;352100105;IRIS;2015;Sud;352100105;H;Pacé;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;832;5907.00834991471;7.0997696513398;;;0;0.0;7.0;1555.48257282537;;;48.1369423994, -1.78953884802;"{""type"": ""Polygon"", ""coordinates"": [[[-1.814806567271223, 48.15775122972875], [-1.799746191690458, 48.152487149346285], [-1.790062031691795, 48.147969868339935], [-1.785000158624172, 48.15240252843423], [-1.783065925992269, 48.152985866434804], [-1.780393062924025, 48.14965428598417], [-1.777534371201102, 48.147777951659236], [-1.772701823028887, 48.14737464399372], [-1.776454449025885, 48.14176922749891], [-1.752624242627782, 48.12855319238433], [-1.762625250595208, 48.125506620718035], [-1.773891000251357, 48.124326708767434], [-1.781483808525393, 48.12093745057128], [-1.78577236129254, 48.11988612548656], [-1.790190688436829, 48.11982190960516], [-1.792495481144268, 48.12158524251929], [-1.793063195197214, 48.122826044569], [-1.79205732665657, 48.123937950267546], [-1.792566313096347, 48.125688685396625], [-1.794252663031359, 48.12683618489759], [-1.803625283257703, 48.12946267600552], [-1.821986847291806, 48.13823790870678], [-1.813220613388471, 48.14632310838625], [-1.80651534656115, 48.15103123045567], [-1.814806567271223, 48.15775122972875]]]}"
53;35;243500139;35216;352160000;IRIS;2011;Parthenay-de-Bretagne;352160000;Z;Parthenay-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;578;3332.59978230845;5.7657435680077;;;;;0.0;0.0;0;0.0;;
53;35;243500139;35238;352380104;IRIS;2013;Parcheminerie Toussaints;352380104;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2677;13918.5532180847;5.19931013002792;0;0.0;6;728.944728712089;48.0;7627.46176309292;0;0.0;;
53;35;243500139;35238;352380106;IRIS;2014;Colombier Sud et Ouest;352380106;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1375;4372.54151948636;3.18003019599008;0;0.0;;;9.0;1476.62942224079;0;0.0;;
53;35;243500139;35238;352380110;IRIS;2015;Hotel Dieu;352380110;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1817;4987.66539271131;2.7450002161317;0;0.0;0;0.0;15.0;3735.40951410618;0;0.0;48.1187396156, -1.68127985845;"{""type"": ""Polygon"", ""coordinates"": [[[-1.682385341490642, 48.120980034181024], [-1.681204704060391, 48.12026074959524], [-1.676312218332583, 48.118227670502236], [-1.677762033279032, 48.11726957990497], [-1.686147088285707, 48.11800897116983], [-1.682385341490642, 48.120980034181024]]]}"
53;35;243500139;35238;352380202;IRIS;2012;Les Mottais;352380202;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1921;7214.4739945849;3.75558250629094;0;0.0;;;8.0;1367.30258152718;0;0.0;;
53;35;243500139;35238;352380202;IRIS;2013;Les Mottais;352380202;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1930;7315.00083900146;3.79015587513029;0;0.0;;;8.0;1349.09429603334;0;0.0;;
53;35;243500139;35238;352380203;IRIS;2015;Jean Mace;352380203;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1459;5110.08527956622;3.50245735405498;0;0.0;0;0.0;7.0;1563.35476998603;;;48.116798901, -1.67085302997;"{""type"": ""Polygon"", ""coordinates"": [[[-1.665855398409462, 48.115063734869885], [-1.674412205714986, 48.11486055928232], [-1.674152082856034, 48.11648442809859], [-1.677762033279032, 48.11726957990497], [-1.676312218332583, 48.118227670502236], [-1.673351821486003, 48.11792239933254], [-1.667451654157399, 48.11926509020986], [-1.665855398409462, 48.115063734869885]]]}"
53;35;243500139;35238;352380205;IRIS;2013;Paris Est;352380205;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1586;5127.42621572766;3.23292951811328;0;0.0;0;0.0;4.0;1258.26014994585;;;;
53;35;243500139;35238;352380206;IRIS;2015;Oberthur;352380206;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1862;5730.51242289576;3.0776113979032;0;0.0;;;6.0;380.62575492098;0;0.0;48.1118272686, -1.65903513683;"{""type"": ""Polygon"", ""coordinates"": [[[-1.657037271254935, 48.11459335026718], [-1.655482163643851, 48.109931433534584], [-1.662355925163477, 48.10988396030699], [-1.66213102629074, 48.11313075125912], [-1.657037271254935, 48.11459335026718]]]}"
53;35;243500139;35238;352380207;IRIS;2013;Saint-Helier;352380207;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2562;9501.75462323528;3.70872545793727;0;0.0;4;615.661528341995;33.0;8924.40074017519;0;0.0;;
53;35;243500139;35238;352380209;IRIS;2012;Alphonse Guerin;352380209;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2228;7489.32884066345;3.36145818701232;0;0.0;;;6.0;604.082883724845;0;0.0;;
53;35;243500139;35238;352380209;IRIS;2013;Alphonse Guerin;352380209;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2225;7644.45724264843;3.43571112029143;0;0.0;3;65.3503565922361;6.0;593.934357301583;0;0.0;;
53;35;243500139;35238;352380301;IRIS;2011;Mail;352380301;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;3290;9509.04821005661;2.89028820974365;0;0.0;0;0.0;11.0;2703.43478696864;;;;
53;35;243500139;35238;352380301;IRIS;2013;Mail;352380301;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;3338;9997.26652285825;2.99498697509235;0;0.0;0;0.0;11.0;2671.3258388744;;;;
53;35;243500139;35238;352380301;IRIS;2015;Mail;352380301;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;3370;9464.76770015126;2.80853640954043;0;0.0;0;0.0;14.0;2695.63674033983;;;48.1097103371, -1.69241522665;"{""type"": ""Polygon"", ""coordinates"": [[[-1.692703927020125, 48.110897012415556], [-1.687215152223477, 48.112296470933785], [-1.684588699123012, 48.10984991947649], [-1.692343674106459, 48.107296419016606], [-1.69767894760457, 48.10750756414762], [-1.697565682237268, 48.10926088040045], [-1.701342847869697, 48.11147193310527], [-1.692703927020125, 48.110897012415556]]]}"
53;35;243500139;35238;352380302;IRIS;2011;Rue de Brest Ouest;352380302;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1731;3827.56264869168;2.21118581669075;0;0.0;;;;;0;0.0;;
53;35;243500139;35238;352380302;IRIS;2013;Rue de Brest Ouest;352380302;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1792;3889.5353474609;2.17049963585988;0;0.0;;;;;0;0.0;;
53;35;243500139;35238;352380303;IRIS;2011;Rue de Brest Est;352380303;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1537;3191.4289526803;2.07640140057274;0;0.0;0;0.0;14.0;3627.61330253463;0;0.0;;
53;35;243500139;35238;352380305;IRIS;2014;Port Cahours;352380305;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1767;5552.89578159929;3.14255562059949;0;0.0;0;0.0;8.0;819.933276380417;0;0.0;;
53;35;243500139;35238;352380305;IRIS;2015;Port Cahours;352380305;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1773;5682.8294601177;3.2052055612621;0;0.0;0;0.0;8.0;778.21553104982;0;0.0;48.1088773973, -1.7033025714;"{""type"": ""Polygon"", ""coordinates"": [[[-1.702376372952282, 48.112043652016766], [-1.697565682237268, 48.10926088040045], [-1.69767894760457, 48.10750756414762], [-1.700649474368364, 48.10685717445526], [-1.70936148109471, 48.10704995943604], [-1.709800428322552, 48.10803301515912], [-1.708547758228735, 48.109245888121976], [-1.702376372952282, 48.112043652016766]]]}"
53;35;243500139;35238;352380308;IRIS;2015;Za Ouest;352380308;A;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;257;4479.28555198296;17.4291266614123;0;0.0;12;10633.9496224185;75.0;16765.2298857332;0;0.0;48.1030352036, -1.73236174553;"{""type"": ""Polygon"", ""coordinates"": [[[-1.717083738555663, 48.105487854871704], [-1.72491904388878, 48.10116157635983], [-1.729960022813489, 48.100194193944695], [-1.752318118830822, 48.08878009617872], [-1.751764638356788, 48.09154296991925], [-1.742995309577995, 48.09977194882034], [-1.742113884334197, 48.09930803364525], [-1.738441216257101, 48.10170868349566], [-1.735370813132729, 48.10538129722191], [-1.736599230022227, 48.107117703401606], [-1.736654672607225, 48.10989740622099], [-1.728696964205185, 48.11219952190619], [-1.728421798115241, 48.11087009695544], [-1.718457546888272, 48.11184216868273], [-1.717083738555663, 48.105487854871704]]]}"
53;35;243500139;35238;352380401;IRIS;2012;Jean Ogee;352380401;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;901;2963.01334320835;3.28858306682392;0;0.0;0;0.0;3.0;661.040968287711;0;0.0;;
53;35;243500139;35238;352380401;IRIS;2014;Jean Ogee;352380401;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;922;2832.11658021443;3.07170995684863;0;0.0;0;0.0;4.0;602.66357119133;0;0.0;;
53;35;243500139;35238;352380402;IRIS;2013;Cimetiere du Nord;352380402;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2336;8962.37310018944;3.83663232028657;0;0.0;;;15.0;2096.51039741854;0;0.0;;
53;35;243500139;35238;352380403;IRIS;2011;Za Nord;352380403;A;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;289;2299.4004462176;7.95640292808859;0;0.0;3;513.860463325446;34.0;7358.56529126249;0;0.0;;
53;35;243500139;35238;352380403;IRIS;2014;Za Nord;352380403;A;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;288;2246.38931988318;7.79996291626104;0;0.0;4;651.190445739234;36.0;6246.64754335997;0;0.0;;
53;35;243500139;35238;352380502;IRIS;2013;Brno;352380502;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1135;2229.50530462418;1.96432185429443;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35238;352380504;IRIS;2013;Le Gast Est;352380504;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2070;4894.20011960657;2.36434788386791;0;0.0;0;0.0;9.0;2193.13503237167;0;0.0;;
53;35;243500139;35238;352380504;IRIS;2015;Le Gast Est;352380504;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;2077;4739.77475872763;2.28202925311874;0;0.0;0;0.0;9.0;1829.08853047064;0;0.0;48.1282063868, -1.65564960992;"{""type"": ""Polygon"", ""coordinates"": [[[-1.660009150067755, 48.12325554199995], [-1.661893507499399, 48.12446999835119], [-1.660726768215255, 48.125589741103916], [-1.657908439710478, 48.12599777142784], [-1.654692733843756, 48.12770232632612], [-1.657470262575463, 48.12789902983994], [-1.656576072932883, 48.12951255209632], [-1.656607430595524, 48.1323139485117], [-1.651883920256985, 48.13234640133455], [-1.652350051871708, 48.127245008653226], [-1.660009150067755, 48.12325554199995]]]}"
53;35;243500139;;;EPCI;2012;;;;;;CA Rennes Métropole;243500139;CA;Ille-et-Vilaine;;Bretagne;;232937;1042156.302;4.473983532;34;5632.14197;456;190569.8589;2509.0;818384.7243;42;1302.167857;;
53;35;243500139;35352;353520101;IRIS;2012;Nord;353520101;H;Vern-sur-Seiche;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1358;8798.91782160688;6.47932092901832;0;0.0;19;11992.0975742475;37.0;7851.58854162312;;;;
53;35;243500139;35352;353520102;IRIS;2011;Ouest;353520102;H;Vern-sur-Seiche;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1252;7295.466748263;5.82705011842093;;;;;14.0;4590.44497618476;0;0.0;;
53;35;243500139;35352;353520102;IRIS;2015;Ouest;353520102;H;Vern-sur-Seiche;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;1297;7570.51861812736;5.83694573487075;;;;;24.0;5400.98794375394;0;0.0;48.0442176034, -1.61832197779;"{""type"": ""Polygon"", ""coordinates"": [[[-1.607916375587103, 48.044883968242864], [-1.600884766617197, 48.035584370200276], [-1.599961735607095, 48.032527704997555], [-1.600767673147731, 48.02504320305431], [-1.601684062431505, 48.02294126986516], [-1.60047778817928, 48.0148783160869], [-1.601214522880534, 48.01485308724552], [-1.602066340620446, 48.012798729058005], [-1.618128536395365, 48.012257126855985], [-1.61599143848423, 48.01506432748339], [-1.615393651395387, 48.02319894960229], [-1.616942037156469, 48.02863962217408], [-1.610438278492968, 48.03768283074144], [-1.613269053680094, 48.04141370045988], [-1.616005443222114, 48.04208697195873], [-1.618828327834071, 48.04482736412286], [-1.621598136352762, 48.045049388856675], [-1.627014351122013, 48.04743166990848], [-1.62513566445268, 48.052020808644954], [-1.625596118325678, 48.05945207911879], [-1.63008505123995, 48.06056274555015], [-1.639926722982403, 48.05838479238265], [-1.643979590699616, 48.05514016893511], [-1.644489830250822, 48.053907591656724], [-1.64609715008688, 48.05385313745958], [-1.651215876592521, 48.054939027907736], [-1.649769394412113, 48.060660856361835], [-1.648709116628452, 48.06175473101097], [-1.643016711317126, 48.063131531587], [-1.639214107834768, 48.066415790511634], [-1.630977841759626, 48.06796164797189], [-1.629878481547907, 48.07119503141037], [-1.63131174542579, 48.07596392609295], [-1.630433312894326, 48.07660469235341], [-1.623329313648751, 48.069804723298226], [-1.61192577657, 48.05622352374263], [-1.609326245393507, 48.052238384601935], [-1.607916375587103, 48.044883968242864]]]}"
53;35;243500139;35352;353520103;IRIS;2014;Sud et Est;353520103;H;Vern-sur-Seiche;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1110;5333.78102403702;4.80520812976308;0;0.0;0;0.0;6.0;531.68078099259;0;0.0;;
53;35;243500139;35352;35352xxxx;IRIS;2011;;35352xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;33;99.4274552569044;3.01295318960316;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35352;35352xxxx;IRIS;2012;;35352xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;28;91.6920612576334;3.27471647348691;0;0.0;0;0.0;;;0;0.0;;
53;35;243500139;35352;35352xxxx;IRIS;2015;;35352xxxx;;;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;29;103.689040699238;3.5754841620427;0;0.0;;;0.0;0.0;0;0.0;;
53;35;243500139;35353;353530000;IRIS;2012;Vezin-le-Coquet;353530000;Z;Vezin-le-Coquet;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2051;11231.5910243696;5.47615359549954;0;0.0;7;696.904932269407;38.0;9119.45835914513;;;;
53;35;243500139;35353;353530000;IRIS;2014;Vezin-le-Coquet (commune non irisée);353530000;Z;Vezin-le-Coquet;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2340;11021.6140561844;4.71009147700189;0;0.0;6;643.111857421521;38.0;9153.37984310084;;;;
53;35;243500139;35363;353630000;IRIS;2013;Pont-Péan;353630000;Z;Pont-Péan;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1794;9238.16246593845;5.14947740576279;0;0.0;4;271.827020418315;6.0;852.543739826101;0;0.0;;
53;35;243500139;35189;351890000;IRIS;2013;Montgermont;351890000;Z;Montgermont;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1690;11483.1562656747;6.79476702110926;0;0.0;7;318.248270305503;24.0;4554.37032533806;;;;
53;35;243500139;35196;351960101;IRIS;2011;Centre et Ouest;351960101;H;Mordelles;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;2004;10042.4076535863;5.01118146386542;0;0.0;0;0.0;12.0;1428.1376699958;0;0.0;;
53;35;243500139;35196;351960101;IRIS;2015;Centre et Ouest;351960101;H;Mordelles;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;2079;10467.4421479987;5.03484470803209;0;0.0;0;0.0;10.0;981.321424991664;0;0.0;48.0857812701, -1.87374647501;"{""type"": ""Polygon"", ""coordinates"": [[[-1.848182052188736, 48.067016751183026], [-1.849741842599323, 48.06848171443565], [-1.854463632586611, 48.070580601890654], [-1.86354167558694, 48.07237221869083], [-1.87668510890012, 48.07122507180216], [-1.884659663852097, 48.0751705501287], [-1.894159219693371, 48.08468798425706], [-1.906843870570578, 48.094495763384096], [-1.909903940795672, 48.09825675888505], [-1.905756911864589, 48.098646023564626], [-1.900347191250412, 48.100412137898715], [-1.896744883057655, 48.100363671958284], [-1.890048969776705, 48.097939037456996], [-1.882561086828907, 48.096767630488465], [-1.859338706613865, 48.10283606028825], [-1.858948043415518, 48.10136344084036], [-1.860392150860624, 48.09580341200419], [-1.859563355683806, 48.09453306647873], [-1.85661302901588, 48.09417789408432], [-1.856445634146841, 48.090365784399815], [-1.853000608331189, 48.082321675282174], [-1.852517458852314, 48.07560959683406], [-1.846882736288296, 48.07862493983305], [-1.843675076891806, 48.078724547490765], [-1.844242030715582, 48.07476769493774], [-1.846580417678772, 48.07367067240786], [-1.845493758110084, 48.07223595415922], [-1.839547525816606, 48.073245183525025], [-1.838399215775673, 48.07276589307548], [-1.837537586449895, 48.070700681759156], [-1.842387127250142, 48.07096731633736], [-1.844738065483984, 48.068687851288246], [-1.848182052188736, 48.067016751183026]]]}"
53;35;243500139;35196;351960102;IRIS;2011;Nord-Est;351960102;H;Mordelles;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;880;6451.83747866969;7.33163349848828;;;;;11.0;3179.51531739172;0;0.0;;
53;35;243500139;35196;35196xxxx;IRIS;2012;;35196xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;21;47.5780659818536;2.26562218961207;0;0.0;;;0.0;0.0;0;0.0;;
53;35;243500139;35196;35196xxxx;IRIS;2015;;35196xxxx;;;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;20;75.5370525111652;3.77685262555826;0;0.0;0;0.0;0.0;0.0;0;0.0;;
53;35;243500139;35206;352060101;IRIS;2012;Est;352060101;H;Noyal-Châtillon-sur-Seiche;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1421;8463.39773855751;5.95594492509325;;;;;8.0;561.740934360225;0;0.0;;
53;35;243500139;35206;352060101;IRIS;2014;Est;352060101;H;Noyal-Châtillon-sur-Seiche;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1447;7915.91405159922;5.4705694897023;;;;;9.0;696.245702675265;0;0.0;;
53;35;243500139;35208;352080000;IRIS;2013;Orgères;352080000;Z;Orgères;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1842;12117.9955453527;6.57871636555519;0;0.0;6;1280.72330327065;8.0;800.190327811312;0;0.0;;
53;35;243500139;35208;352080000;IRIS;2014;Orgères (commune non irisée);352080000;Z;Orgères;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1954;11157.8083004379;5.71023966245543;0;0.0;6;1155.92133042007;9.0;1037.10271379685;0;0.0;;
53;35;243500139;35208;352080000;IRIS;2015;Orgères (commune non irisée);352080000;Z;Orgères;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;2050;11814.0595274127;5.76295586703056;0;0.0;7;1056.07098088344;9.0;1014.45540145654;0;0.0;47.9853849068, -1.66587123442;"{""type"": ""Polygon"", ""coordinates"": [[[-1.64902370069989, 47.9647473666666], [-1.655231928783247, 47.96971297690725], [-1.665831822714084, 47.97245751677598], [-1.671669964048295, 47.96811548856611], [-1.674208898154377, 47.96005864047512], [-1.676854565455993, 47.955195999428], [-1.686597429173353, 47.958147649222894], [-1.691217117210572, 47.96334616564879], [-1.689151415592045, 47.98415088568998], [-1.690749919799372, 47.9923575008999], [-1.680613640463237, 47.99927864278045], [-1.673729547081342, 48.005345599231866], [-1.672561086929687, 48.01513258075642], [-1.662085392765776, 48.016797055019055], [-1.660316194792903, 48.01469556184547], [-1.649005086265908, 48.00754138461534], [-1.643295186093553, 47.99987836298558], [-1.64271687808661, 47.99755739164241], [-1.64571697349983, 47.99642015970326], [-1.649931000584453, 47.99627601843568], [-1.655459141385245, 47.997528346014484], [-1.656606583215277, 47.99672383602537], [-1.656863888744938, 47.99482413637309], [-1.654180261689862, 47.990391508000826], [-1.650471662275725, 47.98833423628174], [-1.641909599530369, 47.988412299359425], [-1.638695996931508, 47.983828119771196], [-1.634198790601507, 47.98064852055354], [-1.633614568027523, 47.97823758632441], [-1.635419949282404, 47.97459741033366], [-1.640949060415213, 47.96835356264835], [-1.64902370069989, 47.9647473666666]]]}"
53;35;243500139;35210;352100102;IRIS;2011;Nord;352100102;H;Pacé;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;884;5261.31768310262;5.95171683608894;0;0.0;0;0.0;5.0;588.494074687565;0;0.0;;
53;35;243500139;35210;35210xxxx;IRIS;2013;;35210xxxx;;;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;28;166.591678277763;5.9497027956344;0;0.0;;;0.0;0.0;0;0.0;;
53;35;243500139;35210;35210xxxx;IRIS;2015;;35210xxxx;;;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;25;125.916732835509;5.03666931342035;0;0.0;3;64.1472120326947;0.0;0.0;0;0.0;;
53;35;243500139;35216;352160000;IRIS;2012;Parthenay-de-Bretagne;352160000;Z;Parthenay-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;610;3679.20799724496;6.0314885200737;;;;;0.0;0.0;0;0.0;;
53;35;243500139;35216;352160000;IRIS;2013;Parthenay-de-Bretagne;352160000;Z;Parthenay-de-Bretagne;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;639;4023.8407331247;6.29709034917794;;;;;0.0;0.0;0;0.0;;
53;35;243500139;35238;352380101;IRIS;2011;Cathedrale;352380101;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;3005;16665.6506815271;5.54597360450152;0;0.0;;;43.0;7938.11773414081;0;0.0;;
53;35;243500139;35238;352380101;IRIS;2015;Cathedrale;352380101;H;Rennes;;Rennes Métropole;;ME;Ille-et-Vilaine;;Bretagne;;2928;16183.5081806164;5.52715443327061;0;0.0;;;48.0;6924.61359073273;0;0.0;48.1119637583, -1.6822773177;"{""type"": ""Polygon"", ""coordinates"": [[[-1.679436997615145, 48.11368748714558], [-1.679208224832099, 48.109874522777986], [-1.684588699123012, 48.10984991947649], [-1.687215152223477, 48.112296470933785], [-1.682735814191254, 48.11339375549059], [-1.681152530340154, 48.11481821237785], [-1.679243079408259, 48.114993245452986], [-1.679436997615145, 48.11368748714558]]]}"
53;35;243500139;35238;352380102;IRIS;2012;Hoche;352380102;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1592;7146.84604230057;4.48922490094257;0;0.0;;;20.0;5496.01249197159;0;0.0;;
53;35;243500139;35238;352380102;IRIS;2014;Hoche;352380102;H;Rennes;;CA Rennes Métropole;;CA;Ille-et-Vilaine;;Bretagne;;1601;6751.81169303277;4.21724652906482;0;0.0;;;19.0;5351.88987422173;0;0.0;;
