Civilité;Nom;Prénom;Mandat;Circonscription;Département;Candidat-e parrainé-e;Date de publication
M;METTRE;Renaud;Conseiller/ère départemental-e;;Cher;HAMON Benoît;01/03/2017
Mme;MEUNIER;Marie-Hélène;Conseiller/ère régional-e;Occitanie;Hérault;HAMON Benoît;01/03/2017
M;MICHELOT;Alain;Maire;Saint-Malo-de-Guersac;Loire-Atlantique;HAMON Benoît;01/03/2017
M;MILOSZYK;Philippe;Maire;Rebreuve-Ranchicourt;Pas-de-Calais;HAMON Benoît;01/03/2017
M;MOIROT;Christian;Maire;Castex;Ariège;HAMON Benoît;01/03/2017
M;MOISAN;Yves;Maire;Plouézoc'h;Finistère;HAMON Benoît;01/03/2017
M;MOLHERAT;Michel;Conseiller/ère départemental-e;;Aude;HAMON Benoît;01/03/2017
M;MOULIN;Jean-Claude;Conseiller/ère départemental-e;;Lozère;HAMON Benoît;01/03/2017
M;NEDELEC;Yohann;Maire;Le Relecq-Kerhuon;Finistère;HAMON Benoît;01/03/2017
Mme;NICOLAS;Isabelle;Conseiller/ère départemental-e;;Côtes-d'Armor;HAMON Benoît;01/03/2017
Mme;NORMAND;Audrey;Conseiller/ère départemental-e;;Meurthe-et-Moselle;HAMON Benoît;01/03/2017
M;PALLOTTA;Berardino;Maire;Bréhain-la-Ville;Meurthe-et-Moselle;HAMON Benoît;01/03/2017
M;PASCIUTO;Bertrand;Maire;Cournon-d'Auvergne;Puy-de-Dôme;HAMON Benoît;01/03/2017
M;PEDEUBOY;Jean-Louis;Maire;Labouheyre;Landes;HAMON Benoît;01/03/2017
M;PESTEIL;Henri;Maire;Villelongue-d'Aude;Aude;HAMON Benoît;01/03/2017
M;PHALIP;Philippe;Maire;Floure;Aude;HAMON Benoît;01/03/2017
Mme;PRUVOT;Muriel;Conseiller/ère départemental-e;;Haute-Garonne;HAMON Benoît;01/03/2017
M;QUEYROI;Jean-Marie;Maire;Cherveix-Cubas;Dordogne;HAMON Benoît;01/03/2017
M;RAIMBOURG;Dominique;Député-e;4e;Loire-Atlantique;HAMON Benoît;01/03/2017
M;RAPPENEAU;Philippe;Maire;Douzens;Aude;HAMON Benoît;01/03/2017
Mme;RECALDE;Marie;Député-e;6e;Gironde;HAMON Benoît;01/03/2017
M;REDON-SARRAZY;Christian;Maire;Meuzac;Haute-Vienne;HAMON Benoît;01/03/2017
Mme;REJASSE;Jocelyne;Maire;Vayres;Haute-Vienne;HAMON Benoît;01/03/2017
Mme;RENAUDIN-JACQUES;Christine;Conseiller/ère départemental-e;;Côte-d'Or;HAMON Benoît;01/03/2017
Mme;RIVEL;Tamara;Conseiller/ère départemental-e;;Aude;HAMON Benoît;01/03/2017
M;ROUCHON;Guy;Maire;Ajain;Creuse;HAMON Benoît;01/03/2017
M;ROUGIER;Jean-Marie;Maire;Rochechouart;Haute-Vienne;HAMON Benoît;01/03/2017
M;ROUSSARIE;Jean-Pierre;Maire;Coulounieix-Chamiers;Dordogne;HAMON Benoît;01/03/2017
M;ROUSSEAU;François;Conseiller/ère départemental-e;;Manche;HAMON Benoît;01/03/2017
M;RUIZ;Jean-Jacques;Maire;Malves-en-Minervois;Aude;HAMON Benoît;01/03/2017
M;SAN FRANCISCO;Marc;Maire;La Fajolle;Aude;HAMON Benoît;01/03/2017
M;SANCHEZ;Fabrice;Maire;Massérac;Loire-Atlantique;HAMON Benoît;01/03/2017
M;SAVY;Francis;Maire;Mazuby;Aude;HAMON Benoît;01/03/2017
M;SERNE;Pierre;Conseiller/ère régional-e;Île-de-France;Val-d'Oise;HAMON Benoît;01/03/2017
M;SORE;Serge;Maire;Luxey;Landes;HAMON Benoît;01/03/2017
M;SOULES;Michel;Maire;Berriac;Aude;HAMON Benoît;01/03/2017
M;TANGUY;Sylvain;Maire;Le Plessis-Pâté;Essonne;HAMON Benoît;01/03/2017
M;TAURINYA;Jacques;Maire;Baillestavy;Pyrénées-Orientales;HAMON Benoît;01/03/2017
Mme;THERY;Laurence;Maire;Le Touvet;Isère;HAMON Benoît;01/03/2017
M;TILLARD;Hervé;Maire;Chavigny;Meurthe-et-Moselle;HAMON Benoît;01/03/2017
Mme;TOCQUER;Maryse;Maire;Saint-Jean-du-Doigt;Finistère;HAMON Benoît;01/03/2017
M;TOUZET;Patrick;Maire;Saint-Georges-la-Pouge;Creuse;HAMON Benoît;01/03/2017
Mme;TROALEN;Anne;Conseiller/ère régional-e;Bretagne;Morbihan;HAMON Benoît;01/03/2017
M;VERGNIER;Michel;Député-e;1er;Creuse;HAMON Benoît;01/03/2017
M;VETELE;Benjamin;Conseiller/ère départemental-e;;Loir-et-Cher;HAMON Benoît;01/03/2017
M;VINCHELIN;Jean-Paul;Maire;Neuves-Maisons;Meurthe-et-Moselle;HAMON Benoît;01/03/2017
Mme;VOELTZEL;Anne;Maire;Eysus;Pyrénées-Atlantiques;HAMON Benoît;01/03/2017
Mme;VOLPATO;Mireille;Conseiller/ère régional-e;Nouvelle-Aquitaine;Dordogne;HAMON Benoît;01/03/2017
M;WACHEUX;Alain;Maire;Bruay-la-Buissière;Pas-de-Calais;HAMON Benoît;01/03/2017
M;WEBER;Michaël;Maire;Woelfling-lès-Sarreguemines;Moselle;HAMON Benoît;01/03/2017
M;PELEGRIN;Michel;Maire;Chantecorps;Deux-Sèvres;JADOT Yannick;01/03/2017
Mme;BUSSIERE;Laurance;Maire;Daubeuf-la-Campagne;Eure;JARDIN Alexandre;01/03/2017
M;HENO;Pierre;Maire;Saint-Ilpize;Haute-Loire;JARDIN Alexandre;01/03/2017
M;HUGON;François;Maire;Noyers-sur-Jabron;Alpes-de-Haute-Provence;JARDIN Alexandre;01/03/2017
Mme;RIDARD;Jocelyne;Maire;Caillouet-Orgeville;Eure;JARDIN Alexandre;01/03/2017
Mme;ROSETTI;Alexandra;Maire;Voisins-le-Bretonneux;Yvelines;JARDIN Alexandre;01/03/2017
M;VALETTE;Edmond;Maire;Saules;Saône-et-Loire;JARDIN Alexandre;01/03/2017
M;VAUBOURG;Jean;Maire;Bouxurulles;Vosges;JARDIN Alexandre;01/03/2017
M;GALEY;Cédric;Maire;Monès;Haute-Garonne;LARROUTUROU Pierre;01/03/2017
M;BOURGES;Marc;Maire;Izé;Mayenne;LASSALLE Jean;01/03/2017
M;BOURGUET;Jacques;Maire;Viellenave-de-Navarrenx;Pyrénées-Atlantiques;LASSALLE Jean;01/03/2017
M;CALBO;Daniel;Maire;Espiens;Lot-et-Garonne;LASSALLE Jean;01/03/2017
M;DAURES;Jean-Marie;Maire;Trémouilles;Aveyron;LASSALLE Jean;01/03/2017
M;DERVIN;Norbert;Maire;Waldhouse;Moselle;LASSALLE Jean;01/03/2017
M;LACOME;Roger;Maire;Asque;Hautes-Pyrénées;LASSALLE Jean;01/03/2017
M;LAFOURCADE;Christian;Maire;Hottviller;Moselle;LASSALLE Jean;01/03/2017
M;LAMOUROUX;Didier;Maire;Gornac;Gironde;LASSALLE Jean;01/03/2017
M;LARRIBAT;Patrick;Maire;Armentieux;Gers;LASSALLE Jean;01/03/2017
M;LECCIA;Jean-Baptiste;Maire;Sampolo;Corse du Sud;LASSALLE Jean;01/03/2017
M;MASONNAVE;Michel;Maire;Gère-Bélesten;Pyrénées-Atlantiques;LASSALLE Jean;01/03/2017
M;SAVINEL;Jean;Maire;Arlanc;Puy-de-Dôme;LASSALLE Jean;01/03/2017
M;TEULE;Jean-Paul;Maire;Bentayou-Sérée;Pyrénées-Atlantiques;LASSALLE Jean;01/03/2017
Mme;VARIN;Anne;Maire;Bonnebosq;Calvados;LASSALLE Jean;01/03/2017
Mme;ANTONIOTTI;Michelle;Maire;Vallica;Haute-Corse;LE PEN Marine;01/03/2017
M;AUBRUN-SASSIER;Philippe;Maire;Lacs;Indre;LE PEN Marine;01/03/2017
M;BOCQUET;Jacques;Maire;Tricot;Oise;LE PEN Marine;01/03/2017
M;CORBIERE;Jean-François;Conseiller/ère départemental-e;;Hérault;LE PEN Marine;01/03/2017
Mme;DU PARC;Hombeline;Conseiller/ère régional-e;Grand Est;Bas-Rhin;LE PEN Marine;01/03/2017
M;DUTHEIL DE LA ROCHERE;Bertrand;Conseiller/ère régional-e;Île-de-France;Seine-et-Marne;LE PEN Marine;01/03/2017
M;FRANCHEQUIN;Alain;Maire délégué-e;La Romaine;Haute-Saône;LE PEN Marine;01/03/2017
M;FRITZ;Richard;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Drôme;LE PEN Marine;01/03/2017
M;GERARD;Vincent;Conseiller/ère régional-e;Nouvelle-Aquitaine;Haute-Vienne;LE PEN Marine;01/03/2017
M;GIRARD;Olivier;Maire délégué-e;La Romaine;Haute-Saône;LE PEN Marine;01/03/2017
Mme;GOUTHIER;Emilie;Conseiller/ère régional-e;Grand Est;Marne;LE PEN Marine;01/03/2017
M;GOYCHMAN;Jean;Conseiller/ère régional-e;Pays de la Loire;Maine-et-Loire;LE PEN Marine;01/03/2017
M;JOURDAIN;Alain;Maire;Fontanès-de-Sault;Aude;LE PEN Marine;01/03/2017
M;LE GAGNE;Alain;Maire;Ecollemont;Marne;LE PEN Marine;01/03/2017
Mme;LEVERRIER;Laurence;Conseiller/ère départemental-e;;Haute-Marne;LE PEN Marine;01/03/2017
M;MARCHIOL;Pierre;Maire;Aussos;Gers;LE PEN Marine;01/03/2017
Mme;MARTY;Christine;Conseiller/ère régional-e;Nouvelle-Aquitaine;Haute-Vienne;LE PEN Marine;01/03/2017
M;MOUTON;Eric;Maire;Buigny-Saint-Maclou;Somme;LE PEN Marine;01/03/2017
Mme;NEVEUX;Brigitte;Conseiller/ère régional-e;Pays de la Loire;Vendée;LE PEN Marine;01/03/2017
M;NOGAS;André;Maire;Neufchâtel-sur-Aisne;Aisne;LE PEN Marine;01/03/2017
M;ORSONI;Stéphane;Maire;Occhiatana;Haute-Corse;LE PEN Marine;01/03/2017
M;TRANNIN;Gabriel;Maire;Léchelle;Pas-de-Calais;LE PEN Marine;01/03/2017
M;VARLET;Serge;Maire;Linthes;Marne;LE PEN Marine;01/03/2017
M;VOLOT;Julien;Maire;Signéville;Haute-Marne;LE PEN Marine;01/03/2017
M;YELMA;Jean-Luc;Conseiller/ère régional-e;Occitanie;Gers;LE PEN Marine;01/03/2017
M;ALIBERT;Christian;Maire;Châteauneuf-de-Vernoux;Ardèche;MACRON Emmanuel;01/03/2017
M;ANDRE;Patrick;Maire;Lurs;Alpes-de-Haute-Provence;MACRON Emmanuel;01/03/2017
M;ANSELLIN;Jean-Marie;Maire;Neuvillette;Somme;MACRON Emmanuel;01/03/2017
M;ANTOINE;Philippe;Maire;Larnaud;Jura;MACRON Emmanuel;01/03/2017
M;ANTRIEUX;Jean-Pierre;Maire;Montigny-en-Morvan;Nièvre;MACRON Emmanuel;01/03/2017
M;ARAQUE;Fausto;Maire;Bagnac-sur-Célé;Lot;MACRON Emmanuel;01/03/2017
M;ARMAND;Michel;Maire;Mazères;Gironde;MACRON Emmanuel;01/03/2017
M;ARMANET;Guy;Maire;Santa-Maria-di-Lota;Haute-Corse;MACRON Emmanuel;01/03/2017
M;ASSEL;Roland;Maire;Guermange;Moselle;MACRON Emmanuel;01/03/2017
M;ATCHER;Daniel;Maire;Sauclières;Aveyron;MACRON Emmanuel;01/03/2017
M;BARBIER;Marc;Maire;Brouchy;Somme;MACRON Emmanuel;01/03/2017
M;BARDOLS;Marcel;Maire;Saint-Vincent-Lespinasse;Tarn-et-Garonne;MACRON Emmanuel;01/03/2017
M;BARGETON;Julien;Membre du Conseil de Paris;;Paris;MACRON Emmanuel;01/03/2017
M;BARITAUD;Christian;Maire;Bridoré;Indre-et-Loire;MACRON Emmanuel;01/03/2017
M;BASTIANI;Jean-Pierre;Maire;Auterive;Haute-Garonne;MACRON Emmanuel;01/03/2017
Mme;BATAILLE;Delphine;Sénateur/trice;;Nord;MACRON Emmanuel;01/03/2017
M;BAULES;Jean-François;Maire;Técou;Tarn;MACRON Emmanuel;01/03/2017
M;BAYOL;Jacques;Maire;Stigny;Yonne;MACRON Emmanuel;01/03/2017
M;BAZUS;Alain;Maire;Saint-Philippe-du-Seignal;Gironde;MACRON Emmanuel;01/03/2017
M;BEAUGER;Jean-Michel;Maire;Tharoiseau;Yonne;MACRON Emmanuel;01/03/2017
M;BERNARD;Daniel;Maire;Chaux en Bresse (La);Jura;MACRON Emmanuel;01/03/2017
M;BERNAT;Michel;Maire;Vabres-l'Abbaye;Aveyron;MACRON Emmanuel;01/03/2017
M;BERTHAUD;Jean;Maire;Dordives;Loiret;MACRON Emmanuel;01/03/2017
M;BERTHELIER;Bruno;Maire;Charlieu;Loire;MACRON Emmanuel;01/03/2017
M;BERTHON;André;Maire;Target;Allier;MACRON Emmanuel;01/03/2017
M;BESCHI;Serge;Maire;La Motte-d'Aveillans;Isère;MACRON Emmanuel;01/03/2017
M;BEUCHON;Yvon;Maire;La Chapelle-Saint-Ursin;Cher;MACRON Emmanuel;01/03/2017
M;BLAIRON;Daniel;Maire;Quiévy;Nord;MACRON Emmanuel;01/03/2017
M;BLAY;Jean-Claude;Maire;Verteuil-d'Agenais;Lot-et-Garonne;MACRON Emmanuel;01/03/2017
M;BLONSKY;Thomas;Maire;Chapelle-Royale;Eure-et-Loir;MACRON Emmanuel;01/03/2017
M;BOILON;Claude;Maire;Chappes;Puy-de-Dôme;MACRON Emmanuel;01/03/2017
M;BOIRE;Jean Yves;Maire;Perreux;Loire;MACRON Emmanuel;01/03/2017
M;BOIS;Christophe;Conseiller/ère départemental-e;;Jura;MACRON Emmanuel;01/03/2017
M;BORDES;Jean-Claude;Maire;Saint-Aventin;Haute-Garonne;MACRON Emmanuel;01/03/2017
M;BOUILLON;Patrick;Maire;Lugny-lès-Charolles;Saône-et-Loire;MACRON Emmanuel;01/03/2017
Mme;BOUYGUES;Claudine;Membre du Conseil de Paris;;Paris;MACRON Emmanuel;01/03/2017
Mme;BOYER;Pascale;Conseiller/ère départemental-e;;Hautes-Alpes;MACRON Emmanuel;01/03/2017
M;BRAULT;Jean;Maire;La Chapelle-Anthenaise;Mayenne;MACRON Emmanuel;01/03/2017
M;BRETIN;Christian;Maire;Cousance;Jura;MACRON Emmanuel;01/03/2017
M;BRIAND;Christian;Conseiller/ère départemental-e;;Mayenne;MACRON Emmanuel;01/03/2017
Mme;BRICQ;Nicole;Sénateur/trice;;Seine-et-Marne;MACRON Emmanuel;01/03/2017
M;BRINGOUT;Christophe;Maire;Labergement-lès-Auxonne;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;BROCHOT;Jean-Marc;Maire;Chamboeuf;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;BRUCHET;Gérard;Maire;Meyras;Ardèche;MACRON Emmanuel;01/03/2017
Mme;BUTEAU;Virginie;Maire;Saint-Hilaire-en-Morvan;Nièvre;MACRON Emmanuel;01/03/2017
M;CAILLET;Pascal;Maire;Davayat;Puy-de-Dôme;MACRON Emmanuel;01/03/2017
M;CAREL;Serge;Maire;Mirabeau;Alpes-de-Haute-Provence;MACRON Emmanuel;01/03/2017
M;CARRE;Arnaud;Maire;Le Quiou;Côtes-d'Armor;MACRON Emmanuel;01/03/2017
M;CASTERAN;Philippe;Maire;Sédeilhac;Haute-Garonne;MACRON Emmanuel;01/03/2017
M;CATELINOIS;Jean-Michel;Maire;Saint-Paul-Trois-Châteaux;Drôme;MACRON Emmanuel;01/03/2017
M;CERCEAU;Eric;Maire;Maraye-en-Othe;Aube;MACRON Emmanuel;01/03/2017
M;CERVONI;Mathieu;Maire;Castifao;Haute-Corse;MACRON Emmanuel;01/03/2017
M;CHAMBON;Louis;Maire;Le Falgoux;Cantal;MACRON Emmanuel;01/03/2017
M;CHEVALEYRE;Daniel;Conseiller/ère départemental-e;;Cantal;MACRON Emmanuel;01/03/2017
M;CLAMENT;Pierre;Maire;Saint-Sernin;Lot-et-Garonne;MACRON Emmanuel;01/03/2017
M;CLUZEL;Laurent;Maire;Bussières;Yonne;MACRON Emmanuel;01/03/2017
M;COMBEL;Laurent;Maire;La Motte-Chalancon;Drôme;MACRON Emmanuel;01/03/2017
M;CONSTANT;Michel;Maire;Fontanges;Cantal;MACRON Emmanuel;01/03/2017
M;CORNIOT;Thierry;Maire;Seignelay;Yonne;MACRON Emmanuel;01/03/2017
M;COSTES;Pierre;Conseiller/ère départemental-e;;Lot-et-Garonne;MACRON Emmanuel;01/03/2017
M;COUREAU;Jean-Louis;Maire;Puymirol;Lot-et-Garonne;MACRON Emmanuel;01/03/2017
M;DAGRY;Gérard;Maire;Braye-en-Laonnois;Aisne;MACRON Emmanuel;01/03/2017
M;DAMERVAL;François;Conseiller/ère régional-e;Île-de-France;Hauts-de-Seine;MACRON Emmanuel;01/03/2017
M;DARTIAILH;Jean-Louis;Maire;Hostens;Gironde;MACRON Emmanuel;01/03/2017
Mme;DE COURSON;Yolaine;Maire;Arrans;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;DECAUX;Jacques;Maire;Sorel;Somme;MACRON Emmanuel;01/03/2017
M;DEGREVE;Hubert;Maire;Tubersent;Pas-de-Calais;MACRON Emmanuel;01/03/2017
M;DELAHOCHE;Michel;Maire;Mogneville;Oise;MACRON Emmanuel;01/03/2017
M;DENAGISCARDE;Camille;Maire;Tournay;Hautes-Pyrénées;MACRON Emmanuel;01/03/2017
M;DESMAS;Yvon;Maire;Chevannes-Changy;Nièvre;MACRON Emmanuel;01/03/2017
M;DESORMEAU-BEDOT;Jacques;Maire délégué-e;Valdalliere;Calvados;MACRON Emmanuel;01/03/2017
M;DIDIOT;Pierre-Jean;Maire;Sarralbe;Moselle;MACRON Emmanuel;01/03/2017
M;DIZENGREMEL;Ludovic;Maire;Mercuès;Lot;MACRON Emmanuel;01/03/2017
M;DOLIN;Philippe;Maire;Bouresse;Vienne;MACRON Emmanuel;01/03/2017
M;DOURTHE;Pierre;Président-e d'un conseil de communauté de communes;Touraine-Est Vallées;Indre-et-Loire;MACRON Emmanuel;01/03/2017
M;DUBERTRAND;Roland;Maire;Monfaucon;Hautes-Pyrénées;MACRON Emmanuel;01/03/2017
M;DUCARD;Claude;Maire délégué-e;Aix-Villemaur-Pâlis;Aube;MACRON Emmanuel;01/03/2017
M;DUMARAIS;François;Maire;Planchez;Nièvre;MACRON Emmanuel;01/03/2017
M;DUVAL;Tristan;Maire;Cabourg;Calvados;MACRON Emmanuel;01/03/2017
M;EICHENLAUB;Jean Christophe;Maire;Montcel;Savoie;MACRON Emmanuel;01/03/2017
Mme;EMERY-DUMAS;Anne;Sénateur/trice;;Nièvre;MACRON Emmanuel;01/03/2017
Mme;ESCAPOULADE;Brigitte;Maire;Carlucet;Lot;MACRON Emmanuel;01/03/2017
M;ESNOL;Philippe;Sénateur/trice;;Yvelines;MACRON Emmanuel;01/03/2017
M;FERRARA;Joseph;Conseiller/ère départemental-e;;Loire;MACRON Emmanuel;01/03/2017
M;FLORES;Sylvain;Maire;Beynes;Alpes-de-Haute-Provence;MACRON Emmanuel;01/03/2017
M;FONT;Christian;Maire;Saint-Juéry;Aveyron;MACRON Emmanuel;01/03/2017
M;FORTIN;Michel;Maire;Aunou-sur-Orne;Orne;MACRON Emmanuel;01/03/2017
M;FORTIN;Philippe;Maire;Longueville;Seine-et-Marne;MACRON Emmanuel;01/03/2017
M;FOURNIER;Yves;Maire;Aix-Villemaur-Pâlis;Aube;MACRON Emmanuel;01/03/2017
M;FRANÇOIS;Gwenhaël;Maire;Montbron;Charente;MACRON Emmanuel;01/03/2017
M;FRESCHI;Alexandre;Maire;Castelnau-sur-Gupie;Lot-et-Garonne;MACRON Emmanuel;01/03/2017
M;FRONTY;Gilbert;Conseiller/ère départemental-e;;Corrèze;MACRON Emmanuel;01/03/2017
M;GALTHIE;Jean-Noël;Maire;Montgesty;Lot;MACRON Emmanuel;01/03/2017
M;GAMBIER;Dominique;Maire;Déville-lès-Rouen;Seine-Maritime;MACRON Emmanuel;01/03/2017
M;GARIN;Maryannick;Maire;Clansayes;Drôme;MACRON Emmanuel;01/03/2017
M;GASTAL;Marc;Conseiller/ère départemental-e;;Lot;MACRON Emmanuel;01/03/2017
Mme;GAUSSENS;Annie;Maire;Trouhans;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;GAYDIER;Daniel;Maire;Saint-Genès-Champespe;Puy-de-Dôme;MACRON Emmanuel;01/03/2017
M;GEMMANI;Stéphane;Conseiller/ère régional-e;Auvergne-Rhône-Alpes;Isère;MACRON Emmanuel;01/03/2017
M;GENEVOIS;Yves;Maire;Vaujany;Isère;MACRON Emmanuel;01/03/2017
M;GHIONGA;Pierre Joseph;Conseiller/ère départemental-e;;Haute-Corse;MACRON Emmanuel;01/03/2017
M;GILLET;Sylvain;Maire;Nançois-sur-Ornain;Meuse;MACRON Emmanuel;01/03/2017
Mme;GINESTET;Nelly;Conseiller/ère départemental-e;;Lot;MACRON Emmanuel;01/03/2017
M;GOURLAY;Philippe;Maire;Roussines;Indre;MACRON Emmanuel;01/03/2017
M;GRIMPRET;Dominique;Maire;Ahuy;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;GRIMPRET;Jean-François;Maire;Moutiers-Saint-Jean;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;GUEGAN;Michel;Maire;Val d'Oust;Morbihan;MACRON Emmanuel;01/03/2017
M;HENRIAT;Pascal;Conseiller/ère départemental-e;;Yonne;MACRON Emmanuel;01/03/2017
M;HERZOG;Jean-Luc;Maire;Niederhausbergen;Bas-Rhin;MACRON Emmanuel;01/03/2017
M;HOUEIX;Raymond;Maire;Le Cours;Morbihan;MACRON Emmanuel;01/03/2017
M;HOUPERT;André;Maire;Burtoncourt;Moselle;MACRON Emmanuel;01/03/2017
M;IACOBBI;Christophe;Maire;Allons;Alpes-de-Haute-Provence;MACRON Emmanuel;01/03/2017
M;JACCAZ;Yann;Maire;Praz-sur-Arly;Haute-Savoie;MACRON Emmanuel;01/03/2017
M;JACQUEMIN;Bernard;Maire;Osmoy;Cher;MACRON Emmanuel;01/03/2017
M;JARLIER;Pierre;Maire;Saint-Flour;Cantal;MACRON Emmanuel;01/03/2017
M;JASSEY;Michel;Maire;Devecey;Doubs;MACRON Emmanuel;01/03/2017
Mme;JOULIA;Nicole;Conseiller/ère départemental-e;;Bouches-du-Rhône;MACRON Emmanuel;01/03/2017
M;KERLOGOT;Yannick;Conseiller/ère départemental-e;;Côtes-d'Armor;MACRON Emmanuel;01/03/2017
Mme;LABORDE;Françoise;Sénateur/trice;;Haute-Garonne;MACRON Emmanuel;01/03/2017
M;LABORIE;Jean-Luc;Maire;Cuzance;Lot;MACRON Emmanuel;01/03/2017
M;LACHENMAIER;Fabrice;Maire;Le Mas;Alpes-Maritimes;MACRON Emmanuel;01/03/2017
M;LACOSTE;Xavier;Maire;Irissarry;Pyrénées-Atlantiques;MACRON Emmanuel;01/03/2017
M;LAFON;Bernard;Maire;Flaujac-Poujols;Lot;MACRON Emmanuel;01/03/2017
M;LAINE;Fabien;Maire;Sanguinet;Landes;MACRON Emmanuel;01/03/2017
M;LAMY;Daniel;Maire;Ancteville;Manche;MACRON Emmanuel;01/03/2017
M;LAMY;Raymond;Maire;Saint-Sauvier;Allier;MACRON Emmanuel;01/03/2017
M;LANG;Christophe;Maire;Lisle-en-Barrois;Meuse;MACRON Emmanuel;01/03/2017
M;LAUNAY;Jean;Député-e;2e;Lot;MACRON Emmanuel;01/03/2017
M;LAVAL;Frédéric;Conseiller/ère départemental-e;;Hautes-Pyrénées;MACRON Emmanuel;01/03/2017
M;LE CHATTON;Sylvain;Maire;Liancourt-Saint-Pierre;Oise;MACRON Emmanuel;01/03/2017
M;LE CORNEC;Bernard;Maire;Saint-Germain-Beaupré;Creuse;MACRON Emmanuel;01/03/2017
M;LE CROISIER;Joël;Maire;Trébrivan;Côtes-d'Armor;MACRON Emmanuel;01/03/2017
M;LE FOL;Philippe;Maire;Avrainville;Essonne;MACRON Emmanuel;01/03/2017
M;LE JEUNE;Joël;Maire;Trédrez-Locquémeau;Côtes-d'Armor;MACRON Emmanuel;01/03/2017
M;LEBLANC;Jean-Simon;Maire;Labastide-Monréjeau;Pyrénées-Atlantiques;MACRON Emmanuel;01/03/2017
M;LECERF;Théophile;Maire;Donnay;Calvados;MACRON Emmanuel;01/03/2017
M;LECLABART;Jean-Claude;Maire;La Faloise;Somme;MACRON Emmanuel;01/03/2017
M;LECOEUR;Pascal;Maire;Saint-Aignan-de-Cramesnil;Calvados;MACRON Emmanuel;01/03/2017
M;LEJEUNE;Christophe;Maire;Baudoncourt;Haute-Saône;MACRON Emmanuel;01/03/2017
M;LENOIR;Daniel;Maire;Villaines-la-Juhel;Mayenne;MACRON Emmanuel;01/03/2017
M;LEVY;Didier;Maire;Chailly-sur-Armançon;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;LIENARD;Michel;Maire;Rumilly-en-Cambrésis;Nord;MACRON Emmanuel;01/03/2017
M;LOTTERIE;Jean-Paul;Maire;Montpon-Ménestérol;Dordogne;MACRON Emmanuel;01/03/2017
M;MACHAT;Jean-Marie;Maire;Estréboeuf;Somme;MACRON Emmanuel;01/03/2017
M;MAGOT;Stéphane;Maire;Peyrilles;Lot;MACRON Emmanuel;01/03/2017
M;MAITRE;Gérard;Maire;Jully-lès-Buxy;Saône-et-Loire;MACRON Emmanuel;01/03/2017
M;MANET;Gérard;Maire;Tartaras;Loire;MACRON Emmanuel;01/03/2017
M;MANTEL;Michel;Maire;Vincey;Vosges;MACRON Emmanuel;01/03/2017
M;MARCADET;Emmanuel;Maire;Bray-sur-Seine;Seine-et-Marne;MACRON Emmanuel;01/03/2017
M;MARIAGE;Bruno;Maire;Warlus;Somme;MACRON Emmanuel;01/03/2017
M;MARTIGNE;Jean-Louis;Maire;Caurel;Côtes-d'Armor;MACRON Emmanuel;01/03/2017
M;MARTIN;Laurent;Maire;Fons;Lot;MACRON Emmanuel;01/03/2017
M;MAVIGNER;André;Maire;Bénévent-l'Abbaye;Creuse;MACRON Emmanuel;01/03/2017
M;MAZARS;Stéphane;Conseiller/ère départemental-e;;Aveyron;MACRON Emmanuel;01/03/2017
M;MEDINA;Robert;Maire;Mondouzil;Haute-Garonne;MACRON Emmanuel;01/03/2017
M;MEILLET;Paul;Maire;Rosières-sur-Barbèche;Doubs;MACRON Emmanuel;01/03/2017
M;MEZARD;Jacques;Sénateur/trice;;Cantal;MACRON Emmanuel;01/03/2017
M;MILLOIR;Bernard;Maire;Pouilly-en-Auxois;Côte-d'Or;MACRON Emmanuel;01/03/2017
M;MISSIKA;Jean-Louis;Membre du Conseil de Paris;;Paris;MACRON Emmanuel;01/03/2017
M;MONIER;Alexis;Maire;Menet;Cantal;MACRON Emmanuel;01/03/2017
M;MOREAU;Yves;Maire;Hautefort;Dordogne;MACRON Emmanuel;01/03/2017
M;MORETTI;Alain;Conseiller/ère départemental-e;;Vaucluse;MACRON Emmanuel;01/03/2017
M;MROZ;Rodrigue;Maire;Récourt;Pas-de-Calais;MACRON Emmanuel;01/03/2017
Mme;NARDUCCI;Lisette;Conseiller/ère départemental-e;;Bouches-du-Rhône;MACRON Emmanuel;01/03/2017
M;NIRONI;Daniel;Maire;Barjols;Var;MACRON Emmanuel;01/03/2017
M;NOËL;Benoit;Maire;Sébeville;Manche;MACRON Emmanuel;01/03/2017
M;OGET;Éric;Maire;Mirepoix-sur-Tarn;Haute-Garonne;MACRON Emmanuel;01/03/2017
M;OLLIVIER;Lionel;Maire;Clermont;Oise;MACRON Emmanuel;01/03/2017
M;OMISOS;Gérard;Maire;Saint-Savin;Hautes-Pyrénées;MACRON Emmanuel;01/03/2017
M;OULES;Marcel;Maire;Chanteloup-en-Brie;Seine-et-Marne;MACRON Emmanuel;01/03/2017
