{| class="wikitable"
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 3300+
| 90
| Socket 754
| 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Newark
| 1
| 800
| Mobile Athlon 64
| 64+64
| 1024
| 
| 
| 3000+, 3200+, 3400+, 3700+, 4000+
| 90
| Socket 754
| 1800, 2000, 2200, 2400, 2600
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Albany
| 1
| 800
| Mobile Sempron
| 64+64
| 128
| 
| 
| 
| 90
| Socket 754
| 1800, 2000, 2200
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Clawhammer
| 1
| 800
| Athlon 64
| 64+64
| 1024
| 
| DDR
| 
| 130
| Socket 754
| 2000-2600
| MMX, 3DNow!+, SSE, SSE2, AMD64, Cool'n'Quiet, NX Bit (not in CG stepping)
|-
! K8
| 
| 
| 
| 
| 
| Lancaster
| 1
| 800
| Turion 64
| 64+64
| 1024
| 
| 
| MT-30, MT-34, MT-37, MT-40, ML-44
| 90
| Socket 754
| 1600, 1800, 2000, 2200, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Sparta
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| LE-1100, LE-1150
| 65
| Socket AM2
| 1900, 2000
| 
|-
! K8
| 
| 
| 
| 
| 
| Denmark
| 2
| 1000
| Opteron
| 64+64
| 1024
| 
| DDR
| 100
| 90
| Socket 939
| 1600-3200
| MMX, 3DNow!+, SSE, SSE2 AMD64, PowerNow!, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Athens
| 1
| 800
| Opteron
| 64+64
| 1024
| 
| DDR
| 800
| 90
| Socket 940
| 1600-3000
| MMX, 3DNow!+, SSE, SSE2, AMD64, PowerNow!, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Sledgehammer
| 1
| 800
| Opteron
| 64+64
| 1024
| 
| DDR
| 100
| 130
| Socket 940
| 1400-2400
| MMX, 3DNow!+, SSE, SSE2, AMD64, PowerNow!, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Oakville
| 1
| 800
| Mobile Athlon 64
| 64+64
| 512
| 
| 
| 2700+, 2800+, 3000+
| 90
| Socket 754
| 1600, 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Egypt
| 2
| 1000
| Opteron
| 64+64
| 1024
| 
| DDR
| 800
| 90
| Socket 940
| 1600-3200
| MMX, 3DNow!+, SSE, SSE2 AMD64, PowerNow!, NX Bit, ccNUMA
|-
! K8
| 
| 
| 
| 
| 
| Clawhammer
| 1
| 1000
| Athlon 64
| 64+64
| 1024
| 
| DDR
| 
| 130
| Socket 939
| 2000-2600
| MMX, 3DNow!+, SSE, SSE2, AMD64, Cool'n'Quiet, NX Bit (not in CG stepping)
|-
! K8
| 
| 
| 
| 
| 
| Venice
| 1
| 1000
| Athlon 64
| 64+64
| 512
| 
| DDR2
| 
| 90
| Socket 939
| 1800-2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Toledo
| 2
| 1000
| Athlon 64 X2
| 64+64
| 512 PC, FS
| 
| DDR
| 3800+, 4200+, 4600+
| 90
| Socket 939
| 2000, 2200, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Clawhammer
| 1
| 800
| Mobile Athlon 64
| 64+64
| 1024
| 
| 
| 2800+, 3000+, 3200+, 3400+, 3700+
| 130
| Socket 754
| 1600, 1800, 2000, 2200, 2400
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Manchester
| 2
| 1000
| Athlon 64 X2
| 64+64
| 512 PC, FS
| 
| DDR
| 3800+, 4200+, 4600+
| 90
| Socket 939
| 2000, 2200, 2400
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Manchester
| 2
| 1000
| Athlon 64 X2
| 64+64
| 256 PC, FS
| 
| DDR
| 3600+
| 90
| Socket 939
| 2000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Taylor
| 2
| 800
| Turion 64 X2
| 64+64
| 256
| 
| 
| TL-50
| 90
| Socket S1
| 1600
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Paris
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 3100+
| 130
| Socket 754
| 1800
| MMX, 3DNow!+, SSE, SSE2, SSE3, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Toledo
| 2
| 1000
| Athlon 64 FX
| 64+64
| 1024
| 
| DDR
| 
| 90
| Socket 939
| 2600
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Manila
| 1
| 800
| Sempron
| 64+64
| 128
| 
| 
| 2800+, 3200+, 3500+
| 90
| Socket AM2
| 1600, 1800, 2000
| 
|-
! K8
| 
| 
| 
| 
| 
| Newcastle
| 1
| 1000
| Athlon 64
| 64+64
| 512
| 
| DDR
| 
| 130
| Socket 939
| 1800-2400
| MMX, 3DNow!+, SSE, SSE2, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Palermo
| 1
| 800
| Sempron
| 64+64
| 256
| 
| 
| 3100+
| 90
| Socket 754
| 1800
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! K8
| 
| 
| 
| 
| 
| Georgetown
| 1
| 800
| Mobile Sempron
| 64+64
| 128
| 
| 
| 
| 90
| Socket 754
| 1600, 1800, 2000
| MMX, 3DNow!+, SSE, SSE2, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| Windsor
| 2
| 1000
| Athlon 64 FX
| 64+64
| 1024
| 
| DDR2
| 
| 90
| Socket F
| 2600, 2800, 3000
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit, AMD-V
|-
! K8
| 
| 
| 
| 
| 
| Tyler
| 2
| 800
| Turion 64 X2
| 64+64
| 256
| 
| 
| TK-53, TK-55, TK-57
| 65
| Socket S1
| 1700, 1800, 1900
| MMX, 3DNow!+, SSE, SSE2, SSE3, NX bit, AMD64
|-
! K8
| 
| 
| 
| 
| 
| San Diego
| 1
| 1000
| Athlon 64
| 64+64
| 1024
| 
| DDR2
| 
| 90
| Socket 939
| 2200-2600
| MMX, 3DNow!+, SSE, SSE2, SSE3, AMD64, Cool'n'Quiet, NX Bit
|-
! Piledriver
| 
| 
| 
| 
| 
| Vishera, Delhi, Trinity, Richland
| 1/2/3/4*
| 2200
| FX, Opteron, APU
| ?
| 4 x 2, 3 x 2, 2 x 2, 1
| 8, 4
| DDR3
| 3320 EE, 3350 HE, 3365, 3380, 4300, 4320, 4350, 6300, 6350, 8300, 8320, 8320E, 8350, 8370, 8370E, 9370, 9590
| 32
| Socket AM3+
Socket FM2
FS1r2
FP2
| 1900-5000 (Includes Turbo Boost)
| ?
|-
! Steamroller
| 
| 
| 
| 
| 
| Kaveri, Berlin
| 1/2
| 
| APU
| 
| 
| 
| 
| 
| 28
| Socket FM2
FM2+
| 
| 
|}
