{| class="wikitable"
| 32 nm, 22 nm
| 6x256 KiB
| 12 MiB - 20 MiB
| Quad,Hexa,Octa
| 2011 - present
| i7-970, i7-980, i7-980x, i7-990x, i7-39xx, i7-49xx, i7 58xx, i7 59xx
| LGA 1366,LGA 2011,LGA 2011-v3
| 
| 130 W - 150 W
|-
! Intel Core i7
| 4.8 GT/s, 6.4 GT/s
| 1.6 GHz - 4.4 GHz
| Bloomfield,Nehalem,Clarksfield,Clarksfield XM,Lynnfield,Sandy Bridge,
Sandy Bridge-E, Ivy Bridge, Ivy Bridge-E, Haswell, Haswell Refresh, Devilâ€˜s Canyon
| 22 nm, 32 nm, 45 nm
| 4Ã—256 KiB
| 6 MiB - 10 MiB
| Quad
| 2008 - present
| i7-6xx, i7-7xx, i7-8xx, i7-9xx, i7-2xxx, i7-37xx, i7-38xx, i7-47xx, i7-48xx
| LGA 1156,LGA 1155,LGA 1366,LGA 2011,LGA 1150
| 
| 45 W - 130 W
|-
! Intel Pentium
| 50 MHz - 66 MHz
| 60 MHz - 200 MHz
| P5, P54C, P54CTB, P54CS
| 800 nm - 350 nm
| N/A
| N/A
| Single
| 1993 - 1999
| N/A
| Socket 2, Socket 3, Socket 4, Socket 5, Socket 7
| 
| Unknown
|-
! Intel Pentium Dual-Core
| 533 MHz, 667 MHz, 800 MHz, 1066 MHz
| 1.6 GHz - 2.93 GHz
| Allendale,Penryn,Wolfdale,Yonah
| 45 nm, 65 nm
| 1 MiB - 2 MiB
| -
| Double
| 2006 - 2009
| E2xxx, E3xxx, E5xxx, T2xxx, T3xxx
| Socket 775,Socket M,Socket P,Socket T
| 
| 10 W - 65 W
|-
! Intel Pentium II
| 66 MHz, 100 MHz
| 233 MHz - 450 MHz
| Klamath,Deschutes,Tonga,Dixon
| 250 nm, 350 nm
| 256 KiB - 512 KiB
| -
| Single
| 1997 - 1999
| 52x
| Slot 1, MMC-1, MMC-2, Mini-Cartridge
| 
| 16.8 W - 38.2 W
|-
! Intel Pentium III
| 100 MHz, 133 MHz
| ;GHz
| Katmai,Coppermine, Tualatin
| 130 nm, 180 nm, 250 nm
| 256 KiB - 512 KiB
| -
| Single
| 1999 - 2003
| 52x, 53x
| Slot 1, Socket 370
| 
| 17 W - 34.5 W
|-
! Intel Pentium MMX
| 60 MHz - 66 MHz
| 120 MHz - 300 MHz
| P55C, Tillamook
| 350 nm - 250 nm
| N/A
| N/A
| Single
| 1996 - 1999
| N/A
| Socket 7
| 
| Unknown
|-
! Intel Pentium New
| 800 MHz, 1066 MHz, 2.5GT/s, 5 GT/s
| 1.2 GHz - 3.33 GHz
| Penryn,Wolfdale,Clarkdale,Sandy Bridge,
| 32 nm, 45 nm, 65 nm
| 2x256 KiB - 2 MiB
| 0 KiB - 3 MiB
| Single,Double
| 
| E5xxx, E6xxx, T4xxx, SU2xxx, SU4xxx, G69xx, P6xxx, U5xxx, G6xx, G8xx, B9xx
| Socket 775,Socket P,Socket T,LGA 1156,LGA 1155,
| 
| 5.5 W - 73 W
|-
! Intel Pentium Pro
| 60 MHz, 66 MHz
| 150 MHz - 200 MHz
| P6
| 350 nm, 500 nm
| 256 KiB, 512 KiB, 1024 KiB
| -
| Single
| 1995 - 1998
| 52x
| Socket 8
| 
| 29.2 W - 47 W
|-
! Intel Xeon
| 100 MHz, 133 MHz, 400 MHz, 533 MHz, 667 MHz, 800 MHz, 1066 MHz, 1333 MHz, 1600 MHz, 4.8 GT/s, 5.86 GT/s, 6.4 GT/s
| 400 MHz - 4.4 GHz
| Allendale,Cascades,Clovertown,Conroe,Cranford,Dempsey,Drake,Dunnington,Foster,Gainestown,Gallatin,Harpertown,Irwindale,Kentsfield,Nocona,Paxville,Potomac,Prestonia,Sossaman,Tanner,Tigerton,Tulsa,Wolfdale,Woodcrest
| 45 nm, 65 nm, 90 nm, 130 nm, 180 nm, 250 nm
| 256 KiB - 12 MiB
| 4 MiB - 16 MiB
| Single,Double,Quad,Hexa, Octa
| 1998 - present
| n3xxx, n5xxx, n7xxx
| Slot 2,Socket 603,Socket 604,Socket J,Socket T,Socket BLGA 1156,LGA 1366
| 
| 16 W - 165 W
|-
! Pentium 4
| 400 MHz, 533 MHz, 800 MHz, 1066 MHz
| 1.3 GHz - 3.8 GHz
| Cedar Mill,Northwood,Prescott,Willamette
| 65 nm, 90 nm, 130 nm, 180 nm
| 256 KiB - 2 MiB
| -
| Single
| 2000 - 2008
| 5xx, 6xx
| Socket 423,Socket 478,LGA 775,Socket T
| 
| 21 W - 115 W
|-
! Pentium 4 Extreme Edition
| 800 MHz, 1066 MHz
| 3.2 GHz - 3.73 GHz
| Gallatin,Prescott 2M
| 90 nm, 130 nm
| 512 KiB - 1 MiB
| 0 KiB - 2 MiB
| Single
| 2000 - 2008
| 5xx, 6xx
| Socket 478,Socket T
| 
| 92 W - 115 W
|-
! Pentium D/EE
| 533 MHz, 800 MHz, 1066 MHz
| 2.66 GHz - 3.73 GHz
| Smithfield,Presler
| 65 nm, 90 nm
| 2Ã—1 MiB - 2Ã—2 MiB
| -
| Double
| 2005 - 2008
| 8xx, 9xx
| Socket T
| 
| 95 W - 130 W
|-
! Pentium M
| 400 MHz, 533 MHz
| 800 MHz - 2.266 GHz
| Banias,Dothan
| 90 nm, 130 nm
| 1 MiB - 2 MiB
| -
| Single
| 2003 - 2008
| 7xx
| Socket 479
| 
| 5.5 W - 27 W
|-
! Processor
| Bus Speed
| Clock Rate
| Code Name
| Fabrication
| L2 Cache
| L3 Cache
| Number of Cores
| Production Date
| Series Nomenclature
| Socket
| Supported Features (Instruction Set)
| TDP
|}
