{| class="wikitable"
| Gentoo Linux developers
| Server, Workstation, Network Appliance
| ?
| uses Gentoo framework
| ?
|-
! GhostBSD
| 
| FreeBSD
| Free
| 2009-11-01
| BSD
| Eric Turgeon, Fomoro Daniel Soromou
| Desktop, Workstation
| 2013-07-11
| Easy to use, full FreeBSD w/ GNOME, Mate, Xfce, LXDE or Openbox.
| 3.5 (FreeBSD 9.2)
|-
! Jibbed
| Live CD of NetBSD
| OpenBSD, NetBSD
| Free
| 
| BSD
| 
| 
| 
| Live CD of NetBSD
| 6.0
|-
! KarmaBSD
| 
| FreeBSD 8 
 OpenBSD
| Free
| ?
| Free software
| 
| FreeBSD, OpenBSD Firewall, MP3 player, backup, others
| ?
| 
| ?
|-
! MaheshaBSD
| 
| FreeBSD 8
| Free
| ?
| BSD
| 
| FreeBSD multipurpose
| ?
| 
| ?
|-
! MicroBSD
| 
| OpenBSD 3.0/3.4
| Free
| ?
| ?
| Bulgarians
| General purpose
| 2003-10-27
| Small, secure
| 0.6
|-
! MidnightBSD
| 
| FreeBSD 6.1 beta
| Free
| ?
| BSD
| Lucas Holt
| Desktop
| 2014-09-22
| GNUstep based Desktop Environment
| 0.5
|-
! MirOS BSD
| 
| OpenBSD 3.1
| Free
| ?
| ?
| The MirOS Project
| ?
| 2008-03-16
| European
| #10
|-
! NetBSD
| 
| 386BSD, 4.4BSD-Lite
| Free
| 1993-05-01
| BSD
| The NetBSD Project
| Server, Workstation, Network Appliance, Embedded
| 2014-10-07
| Aims for maximum portability.
| 6.1.5
|-
! OS X
| 
| Darwin
| Client: Free
 Server (add-on application): $19.99
| 2001-03-24
| Open source core system (see Darwin) with proprietary higher level API layers locking to Apple hardware
| Apple Inc.
| Workstation, Home Desktop, Server
| 2014-10-16
| Locked to Apple hardware use only
| 10.10 "Yosemite"
|-
! OliveBSD
| 
| OpenBSD 3.8
| Free
| ?
| ?
| Gabriel Paderni
| Live CD
| ?
| DistroWatch lists as discontinued.
| ?
|-
! OpenBSD
| 
| NetBSD 1.0
| Free
| 1996-09-01
| ISC
| The OpenBSD Project
| Server, Workstation, Network Appliance, Embedded
| 2014-11-01
| Aims for maximum security.
| 5.6
|-
! PC-BSD
| 
| FreeBSD
| Free
| 2006-04-29
| BSD
| iXsystems, Inc.
| Desktop
| 2014-03-14
| Easy to use while maintaining full use of FreeBSD base
| 10.0.1
|-
! Paxym FreeBSD for Octeon
| 
| FreeBSD 7.0
| ?
| 2007-12-11
| Proprietary
| Paxym Inc.
| Network, Storage, Security Applications: Routers/UTM/Firewall/NAS
| 2008-08-13
| For Cavium Networks Octeon  MIPS architecture multicore processors
| 4.7
|-
! PicoBSD
| 
| FreeBSD
| Free
| ?
| BSD
| Michael Bialecki
| boot floppy
| ?
| ?
| 0.42
|-
! SunOS
| 
| 4.xBSD, UNIX System V
| Included in hardware and support charges
| 1982
| Proprietary
| Sun Microsystems
| Server, Workstation
| 1994-11-01
| Historical (Solaris is a different code base)
| 4.1.4
|-
! Tru64 UNIX (DEC OSF/1, Digital UNIX)
| 
| 4.3BSD, 4.4BSD, Mach 2.5, UNIX System V
| Non-free $99 (non-commercial)
| 1993
| Proprietary
| DEC, Compaq, HP
| General Purpose
| 2010-10-01
| Only runs on HP Alpha systems or emulator.
| 5.1B-6
|-
! Ultrix
| 
| 4.2BSD, SVR2
| ?
| 1984
| Proprietary
| Digital Equipment Corporation
| General Purpose
| 1995
| Historical (ran on DEC VAX & MIPS systems or emulator).
| 4.5
|-
! ekkoBSD
| 
| OpenBSD 3.3
| ?
| ?
| ?
| Rick Collette
| Server
| ?
| easy to administer
| ?
|-
! iOS
| 
| Darwin
| Free
| 2007-06-01
| Proprietary
| Apple Inc.
| Embedded mobile device
| 2014-09-17
| Ships with Apple iPhone, iPad, iPod Touch, Apple TV
| 8
|-
! pfSense
| 
| FreeBSD
| Free
| 2006-10-04
| BSD
| various contributors
| Security appliance
| 2014-04-10
| firewall/NAT, Live CD
| 2.1.2
|}
