"{{yes|Facebook, Twitter, eMail, customizable}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Facebook, Twitter, eMail, customizable"
"{{nts|1,222}}","<span style=""display:none"" class=""sortkey"">7003122200000000000♠</span>1,222"
{{release date and age|mf=yes|2011|04|10}},"April&nbsp;10, 2011<span class=""noprint"">&#059;&#032;4 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-04-10</span>)</span>"
{{flagicon|POL}},"<span class=""flagicon"">[[File:Flag of Poland.svg|23x15px|border |alt=Poland|link=Poland]]</span>"
"{{yes|[[chroot]], [[Xen]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[chroot]], [[Xen]]"
{{Start date and age|2013|07|15}},"July&nbsp;15, 2013<span class=""noprint"">&#059;&#032;22 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-07-15</span>)</span>"
{{Citation needed|date=June 2014}},"<sup class=""noprint Inline-Template Template-Fact"" style=""white-space:nowrap;"">&#91;<i>[[Wikipedia:Citation needed|<span title=""This claim needs references to reliable sources. (June 2014)"">citation needed</span>]]</i>&#93;</sup>"
{{Start date and age|2012|08|05}},"August&nbsp;5, 2012<span class=""noprint"">&#059;&#032;2 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2012-08-05</span>)</span>"
{{Some|Calls [[Windows Boot Manager]]}},"style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""|Calls [[Windows Boot Manager]]"
{{#tag:ref|Supported via scripts and plugins|name=DCCXChatA|group=Note}},"<ref name=""DCCXChatA"" group=""Note"">Supported via scripts and plugins</ref>"
{{yes|13.0}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|13.0"
{{yes|[[GPL]] and commercial}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[GPL]] and commercial"
{{nts|2050}},"<span style=""display:none"" class=""sortkey"">7003205000000000000♠</span>2,050"
{{convert|1210|miles|abbr=on}},"1,210&nbsp;mi (1,950&nbsp;km)"
{{yes|Yes; multiple stacks; multiple location types}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Yes; multiple stacks; multiple location types"
{{tag|floor|open}},"<code class=""nowrap"" style="""">&lt;floor&gt;</code>"
{{small|1024×600 <br /> [[super video graphics array#WSVGA|WSVGA]]}},"<small style=""font-size:85%;"">1024×600 <br /> [[super video graphics array#WSVGA|WSVGA]]</small>"
{{yes|50 GB}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|50 GB"
"{{nts|36,253}}","<span style=""display:none"" class=""sortkey"">7004362530000000000♠</span>36,253"
{{Anchor|Bersirc}},"<span id=""Bersirc""></span>"
{{yes|Opera 9}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Opera 9"
{{nts|630}},"<span style=""display:none"" class=""sortkey"">7002630000000000000♠</span>630"
{{flagicon|SCO}},"<span class=""flagicon"">[[File:Flag of Scotland.svg|23x15px|border |alt=Scotland|link=Scotland]]</span>"
{{r|group=Note|Features_Konversation_A}},"<ref name=""Features_Konversation_A"" group=""Note""></ref>"
{{nts|30}},"<span style=""display:none"" class=""sortkey"">7001300000000000000♠</span>30"
{{Latest stable software release/Nimbuzz}},"'''Android:''' 3.1.1<br /> <small>(1&nbsp;September 2014<span class=""noprint"">&#059;&#032;9 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-09-01</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Nimbuzz&action=edit &#91;±&#93;]</small><ref>{{cite web|title=Nimbuzz Messenger on Google Play|url=http://play.google.com/store/apps/details?id=com.nimbuzz|work=Google Play Store|publisher=Nimbuzz B.V.|accessdate=September 1, 2014}}</ref>

'''iOS:''' 3.3.0<br /> <small>(28&nbsp;April 2014<span class=""noprint"">&#059;&#032;13 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-04-28</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web|title=Nimbuzz Messenger|url=http://itunes.apple.com/app/nimbuzz-messenger/id297574648?mt=8|work=iTunes Store|publisher=Nimbuzz B.V.|accessdate=28 April 2014}}</ref>

'''Blackberry OS:''' 4.0<br /> <small>(10&nbsp;December 2013<span class=""noprint"">&#059;&#032;17 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-12-10</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web|title=BlackBerry World - Nimbuzz Messenger|url=http://appworld.blackberry.com/webstore/content/4288/|work=Blackberry World|publisher=Nimbuzz B.V.|accessdate=4 June 2013}}</ref>

'''Windows Phone:''' 1.1.8.1<br /> <small>(16&nbsp;April 2014<span class=""noprint"">&#059;&#032;13 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-04-16</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/ExpandTemplates&action=edit &#91;±&#93;]</small><ref>{{cite web|title=Nimbuzz|url=http://www.windowsphone.com/en-us/store/app/nimbuzz/dbff9b0e-7c9d-4914-b56a-9d6052a9a7c2|work=Windows Phone|publisher=Nimbuzz B.V.|accessdate=1 July 2013}}</ref>
"
"{{yes|[[MSBuild]], [[NAnt]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[MSBuild]], [[NAnt]]"
{{sclass-|Gnevny|destroyer|4}},[[Gnevny-class destroyer |''Gnevny''&nbsp;class]]
{{yes|[[Kernel preemption]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Kernel preemption]]"
{{sort|0000203|203}},"<span style=""display:none;"" class=""sortkey"">0000203&#32;!</span><span class=""sorttext"">203</span>"
{{release date and age|2014|8|12}},"August&nbsp;12, 2014<span class=""noprint"">&#059;&#032;9 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-08-12</span>)</span>"
{{sm|li}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">li</span>"
{{dts|2004-12}},"<span style=""display:none; speak:none"" class=""sortkey"">02004-12-01-0000</span><span style=""white-space:nowrap;"">December 2004</span>"
{{nowrap|×6 }},"<span class=""nowrap"">×6 </span>"
{{sort|7.5|7.5}},"<span style=""display:none;"" class=""sortkey"">7.5&#32;!</span><span class=""sorttext"">7.5</span>"
{{Yes|[[NX bit#Linux|Hardware NX]] and other methods in mainline kernel and toolchain}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[NX bit#Linux|Hardware NX]] and other methods in mainline kernel and toolchain"
{{dts|2012-04}},"<span style=""display:none; speak:none"" class=""sortkey"">02012-04-01-0000</span><span style=""white-space:nowrap;"">April 2012</span>"
{{start date and age|2010|05|15}},"May&nbsp;15, 2010<span class=""noprint"">&#059;&#032;5 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2010-05-15</span>)</span>"
{{Anchor|LeetIRC}},"<span id=""LeetIRC""></span>"
{{table-experimental|10.0}},"style=""background: #DFDFFF; color: black; vertical-align: middle; text-align: center; "" class=""experimental table-experimental""|10.0"
{{HMNZS|Monowai|F59|2}},[[HMNZS&#32;Monowai&#32;(F59)|''Monowai'']]
{{r|group=Note|e1}},"<ref name=""e1"" group=""Note""></ref>"
{{date|2003-10|iso}},2003-10-01
{{Yes|29.2}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|29.2"
"{{sxhl |lang=mysql|alter table ""tbname"" 
drop column ""column_name"";}}","<syntaxhighlight lang=""mysql"" enclose=""div"">alter table ""tbname"" 
drop column ""column_name"";</syntaxhighlight>"
{{Anchor|XChat}},"<span id=""XChat""></span>"
{{Latest stable release/MediaMonkey}},"4.1.5.1719 <small>(October&nbsp;22, 2014<span class=""noprint"">&#059;&#032;7 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-10-22</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/MediaMonkey&action=edit &#91;±&#93;]</small>"
{{Anchor|jerkbot}},"<span id=""jerkbot""></span>"
{{Start date|2013|06|10}},"June&nbsp;10,&nbsp;2013<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2013-06-10</span>)</span>"
{{nts|90}},"<span style=""display:none"" class=""sortkey"">7001900000000000000♠</span>90"
"{{yes|PDF, PostScript, HTML, XML, RTF}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|PDF, PostScript, HTML, XML, RTF"
"{{yes|[[Bookends (software)|Bookends]], [[Comma-separated values|CSV]], [[Endnote]] XML, PDF}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Bookends (software)|Bookends]], [[Comma-separated values|CSV]], [[Endnote]] XML, PDF"
{{Free|100% Free: [[GNU Free System Distribution Guidelines|GNU FSDG]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|100% Free: [[GNU Free System Distribution Guidelines|GNU FSDG]]"
{{flag|Hungary}},"<span class=""flagicon"">[[File:Flag of Hungary.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Hungary|Hungary]]"
"{{yes|[[GitHub]], [[Bitbucket]], [[Codeplex]], [[Kiln]], [[Team Foundation Server|TFS]], [[FogBugz]], [[JIRA|Jira]], [[NCover]], [[Opencover]], [[NUnit]], [[DUnitX]], [[jUnit]], [[xUnit]], [[NuGet]], [[7Zip]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[GitHub]], [[Bitbucket]], [[Codeplex]], [[Kiln]], [[Team Foundation Server|TFS]], [[FogBugz]], [[JIRA|Jira]], [[NCover]], [[Opencover]], [[NUnit]], [[DUnitX]], [[jUnit]], [[xUnit]], [[NuGet]], [[7Zip]]"
{{flagicon|ARE}},"<span class=""flagicon"">[[File:Flag of the United Arab Emirates.svg|23x15px|border |alt=United Arab Emirates|link=United Arab Emirates]]</span>"
{{flagicon|BDI}},"<span class=""flagicon"">[[File:Flag of Burundi.svg|23x15px|border |alt=Burundi|link=Burundi]]</span>"
{{nts|9000}},"<span style=""display:none"" class=""sortkey"">7003900000000000000♠</span>9,000"
{{Latest stable software release/PJIRC}},"2.2.1 <small>(November&nbsp;29, 2004<span class=""noprint"">&#059;&#032;10 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2004-11-29</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/PJIRC&action=edit &#91;±&#93;]</small>"
{{no|20 GB}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|20 GB"
{{flagicon|GIN}},"<span class=""flagicon"">[[File:Flag of Guinea.svg|23x15px|border |alt=Guinea|link=Guinea]]</span>"
{{yes|100 GB}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|100 GB"
{{tag|gt|open}},"<code class=""nowrap"" style="""">&lt;gt&gt;</code>"
{{Yes|2.7.70}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|2.7.70"
{{depends|Native code execution with [[Google Native Client]] in [[Google Chrome]] only}},"style=""background: #FED; color: black; vertical-align: middle; text-align: center; "" class=""depends table-depends""|Native code execution with [[Google Native Client]] in [[Google Chrome]] only"
{{sort | 05.100 | 3 to 12+ years}},"<span style=""display:none;"" class=""sortkey""> 05.100 &#32;!</span><span class=""sorttext""> 3 to 12+ years</span>"
{{IE|3.0|partial}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|&lt;3.1<sup>&#91;IE 3.0&#93;</sup>"
{{nts|253}},"<span style=""display:none"" class=""sortkey"">7002253000000000000♠</span>253"
"{{yes|[[Afterburner/L4]] [http://www.l4ka.org/79.php], Marzipan [http://www.l4ka.org/78.php], [[Capability-based security|capabilities]] in [[L4/Fiasco]]}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Afterburner/L4]] [http://www.l4ka.org/79.php], Marzipan [http://www.l4ka.org/78.php], [[Capability-based security|capabilities]] in [[L4/Fiasco]]"
{{nts|39}},"<span style=""display:none"" class=""sortkey"">7001390000000000000♠</span>39"
{{flagicon|TCA}},"<span class=""flagicon"">[[File:Flag of the Turks and Caicos Islands.svg|23x15px|border |alt=Turks and Caicos Islands|link=Turks and Caicos Islands]]</span>"
{{yes|with patch}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|with patch"
{{yes|ipmux}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|ipmux"
{{flag|Greenland}},"<span class=""flagicon"">[[File:Flag of Greenland.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Greenland|Greenland]]"
{{convert|3.5|×|1.7|in|mm|abbr=on|disp=output number only}},89&nbsp;mm ×&nbsp;43
{{release date|2015|3|15}},"March&nbsp;15,&nbsp;2015<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2015-03-15</span>)</span>"
{{terminated|0.02 ''(1.53 of POE::Component::Server::IRC)''}},"style=""background: #EDF; color: black; vertical-align: middle; text-align: center; "" class=""dropped table-dropped""|0.02 ''(1.53 of POE::Component::Server::IRC)''"
{{lang|ga|údarás}},"<span lang=""ga""  >údarás</span>"
{{flagicon|North Vietnam}},"<span class=""flagicon"">[[File:Flag of North Vietnam.svg|23x15px|border |alt=North Vietnam|link=North Vietnam]]</span>"
"{{nts|2,013,375}}","<span style=""display:none"" class=""sortkey"">7006201337500000000♠</span>2,013,375"
"{{yes|SOCKS 4, 5; HTTP; Generic}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|SOCKS 4, 5; HTTP; Generic"
{{nts|213}},"<span style=""display:none"" class=""sortkey"">7002213000000000000♠</span>213"
{{sort|1997}},"<span style=""display:none;"" class=""sortkey"">1997&#32;!</span><span class=""sorttext"">[[1997]]</span>"
{{flagicon|HRV}},"<span class=""flagicon"">[[File:Flag of Croatia.svg|23x15px|border |alt=Croatia|link=Croatia]]</span>"
{{Start date|2006|02|14}},"February&nbsp;14,&nbsp;2006<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2006-02-14</span>)</span>"
"{{#tag:ref|Trident relies on the [[MSXML]] library to implement XML processing. MSXML3 and MSXML4 implement XSLT 1.0, while MSXML2 implements the December 1998 XSL Working Draft, which predates XSLT 1.0 and is not fully compatible with it. Further complicating matters is that the MSXML libraries can coexist, but only one of them will be used by Trident, depending on a setting in the Windows Registry. Prior to the release of Internet Explorer 6, MSXML2 was the default XML library for Trident, but MSXML3 or MSXML4 could be installed separately and then registered as the default if desired. Regardless of which version was the default, any version, if installed, could be invoked directly by Microsoft-specific scripting code in the document being rendered by Trident.|group=note}}","<ref group=""note"">Trident relies on the [[MSXML]] library to implement XML processing. MSXML3 and MSXML4 implement XSLT 1.0, while MSXML2 implements the December 1998 XSL Working Draft, which predates XSLT 1.0 and is not fully compatible with it. Further complicating matters is that the MSXML libraries can coexist, but only one of them will be used by Trident, depending on a setting in the Windows Registry. Prior to the release of Internet Explorer 6, MSXML2 was the default XML library for Trident, but MSXML3 or MSXML4 could be installed separately and then registered as the default if desired. Regardless of which version was the default, any version, if installed, could be invoked directly by Microsoft-specific scripting code in the document being rendered by Trident.</ref>"
{{nts|4944}},"<span style=""display:none"" class=""sortkey"">7003494400000000000♠</span>4,944"
{{nts|768}},"<span style=""display:none"" class=""sortkey"">7002768000000000000♠</span>768"
{{partial|[[GNU General Public License|GPL]] v2 or [[Proprietary software|Proprietary]]}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|[[GNU General Public License|GPL]] v2 or [[Proprietary software|Proprietary]]"
{{partial|Third party module (netadmins)}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|Third party module (netadmins)"
{{yes|[[ICO (icon image file format)|ICO]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[ICO (icon image file format)|ICO]]"
{{ntsh|1114112}},"<span style=""display:none"" class=""sortkey"">7006111411200000000♠</span>"
{{partial|60}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|60"
{{flagicon|WAL}},"<span class=""flagicon"">[[File:Flag of Wales 2.svg|23x15px|border |alt=Wales|link=Wales]]</span>"
{{sort | 05.000 | 5 years}},"<span style=""display:none;"" class=""sortkey""> 05.000 &#32;!</span><span class=""sorttext""> 5 years</span>"
{{free|[[BSD licenses]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[BSD licenses]]"
"{{nts|16,430,000}}","<span style=""display:none"" class=""sortkey"">7007164300000000000♠</span>16,430,000"
{{nts|570.6}},"<span style=""display:none"" class=""sortkey"">7002570600000000000♠</span>570.6"
{{nts|99}},"<span style=""display:none"" class=""sortkey"">7001990000000000000♠</span>99"
{{r|group=Note|PINE_spell}},"<ref name=""PINE_spell"" group=""Note""></ref>"
{{start date and age|2007|6|27}},"June&nbsp;27, 2007<span class=""noprint"">&#059;&#032;7 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2007-06-27</span>)</span>"
{{Anchor|jIRCii}},"<span id=""jIRCii""></span>"
{{free|Freeware}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|Freeware"
{{Latest stable software release/IMP}},"H4 (5.0.23) <small>(July&nbsp;21, 2012<span class=""noprint"">&#059;&#032;2 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2012-07-21</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Internet_Messaging_Program&action=edit &#91;±&#93;]</small>"
{{nts|3180}},"<span style=""display:none"" class=""sortkey"">7003318000000000000♠</span>3,180"
{{su|p=9}},"<span style=""display:inline-block;margin-bottom:-0.3em;vertical-align:0.8em;line-height:1.2em;font-size:85%;text-align:left"">9<br /></span>"
{{No|External storage not supported}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|External storage not supported"
{{nts|16521}},"<span style=""display:none"" class=""sortkey"">7004165210000000000♠</span>16,521"
{{date|2013-09-17}},17 September 2013
{{partial|[[#webcore page-break-before-after|Partial]]}},"style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|[[#webcore page-break-before-after|Partial]]"
{{ref|C's array|[a]}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_C's array"">[[#endnote_C's array|[a]]]</sup>"
{{date|2001-03-24|iso}},2001-03-24
{{yes|9.0}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|9.0"
{{vgy|2005}},[[2005 in video gaming|2005]]
{{Start date|1984|01}},"January&nbsp;1984<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">1984-01</span>)</span>"
{{proprietary|[[Microsoft|MS]]-[[Software license agreement|EULA]]}},"style=""background: #ddf; vertical-align: middle; text-align: center; "" class=""table-proprietary""|[[Microsoft|MS]]-[[Software license agreement|EULA]]"
{{yes|[[IP Virtual Server]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[IP Virtual Server]]"
{{Yes|528+}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|528+"
{{efn|via Enterprise Manager}},"<ref group=""lower-alpha"">via Enterprise Manager</ref>"
{{yes|Tiki Webmail}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Tiki Webmail"
{{sm|i}},"<span class=""smallcaps"" style=""font-variant:small-caps;"">i</span>"
{{some|Calls Windows Boot Manager}},"style=""background: #FFD; color: black; vertical-align: middle; text-align: center; "" class=""partial table-partial""|Calls Windows Boot Manager"
{{convert|77.6|mm|in|abbr=on}},77.6&nbsp;mm (3.06&nbsp;in)
{{Yes|On demand}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|On demand"
{{val|1|u=YB}},"<span class=""nowrap""><span style=""display:none"" class=""sortkey"">7024800000000000000♠</span><span style=""white-space:nowrap"">1</span>&nbsp;YB</span>"
{{flag|Denmark}},"<span class=""flagicon"">[[File:Flag of Denmark.svg|23x15px|border |alt=|link=]]&nbsp;</span>[[Denmark|Denmark]]"
{{yes|Plumb-IV}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|Plumb-IV"
{{yes| nestable full parsers}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""| nestable full parsers"
{{IPA|[ɶɐ]}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">[ɶɐ]</span>"
{{nts|1660}},"<span style=""display:none"" class=""sortkey"">7003166000000000000♠</span>1,660"
{{dts|2004-11-23}},"<span style=""display:none; speak:none"" class=""sortkey"">02004-11-23-0000</span><span style=""white-space:nowrap;"">November 23, 2004</span>"
{{free|[[Open Source Software|Open Source]]}},"style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[Open Source Software|Open Source]]"
{{Latest stable software release/Flock}},"3.5.3.4641 <small>(February&nbsp;1, 2011<span class=""noprint"">&#059;&#032;4 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2011-02-01</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Flock&action=edit &#91;±&#93;]</small>"
{{nobr|<code><foo>A to Z</foo></code>}},"<span class=""nowrap""><code><foo>A to Z</foo></code></span>"
"{{free|[[GNU General Public License|GPL]] v2 and v3, with some [[BSD License|BSD]] components}}","style=""background: #9FF; color: black; vertical-align: middle; text-align: center; "" class=""free table-free""|[[GNU General Public License|GPL]] v2 and v3, with some [[BSD License|BSD]] components"
{{yes|[[Solaris Trusted Extensions]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Solaris Trusted Extensions]]"
{{dts|2009-06-10}},"<span style=""display:none; speak:none"" class=""sortkey"">02009-06-10-0000</span><span style=""white-space:nowrap;"">June 10, 2009</span>"
"{{Yes | 0,1,10}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""| 0,1,10"
{{ref|thrifttxt|c}},"<sup class=""reference plainlinks nourlexpansion"" id=""ref_thrifttxt"">[[#endnote_thrifttxt|c]]</sup>"
{{nts|40.6}},"<span style=""display:none"" class=""sortkey"">7001406000000000000♠</span>40.6"
{{Anchor|WLIrc}},"<span id=""WLIrc""></span>"
{{IPA|dʑ}},"<span title=""Representation in the International Phonetic Alphabet (IPA)"" class=""IPA"">dʑ</span>"
{{nowrap|×2 }},"<span class=""nowrap"">×2 </span>"
{{Latest stable software release/Music on Console}},"2.5.0 <small>(August&nbsp;30, 2014<span class=""noprint"">&#059;&#032;9 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-08-30</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Music_on_Console&action=edit &#91;±&#93;]</small>"
{{Latest stable software release/Smuxi}},"0.11 <small>(April&nbsp;14, 2014<span class=""noprint"">&#059;&#032;13 months ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-04-14</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Smuxi&action=edit &#91;±&#93;]</small>"
"{{nts|17,967}}","<span style=""display:none"" class=""sortkey"">7004179670000000000♠</span>17,967"
{{yes|[[HFS+]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[HFS+]]"
{{yes|3.4}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|3.4"
"{{partial|valid - ODT,<br />different results - ODS}}","style=""background:#FFB;vertical-align:middle;text-align:center; "" class=""table-partial""|valid - ODT,<br />different results - ODS"
"{{Yes|libopus, FFmpeg}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|libopus, FFmpeg"
{{lang|ga|parlaimint}},"<span lang=""ga""  >parlaimint</span>"
{{Start date and age|2010|06}},"June&nbsp;2010<span class=""noprint"">&#059;&#032;5&nbsp;years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2010-06</span>)</span>"
{{Nonfree|$26}},"style=""background: #F9D; color: black; vertical-align: middle; text-align: center; "" class=""nonfree table-nonfree""|$26"
"{{sxhl |lang=mysql|delete from ""tbname"" 
where ""expr"";}}","<syntaxhighlight lang=""mysql"" enclose=""div"">delete from ""tbname"" 
where ""expr"";</syntaxhighlight>"
{{yes|[[Preboot Execution Environment|PXE]]}},"style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Preboot Execution Environment|PXE]]"
{{yes2|Uses [[P2P]] [[onion routing]] to provide anonymity.}},"style=""background:#bfd; color:black; vertical-align:middle; text-align:center; "" class=""table-yes2"" |Uses [[P2P]] [[onion routing]] to provide anonymity."
{{nts|1010}},"<span style=""display:none"" class=""sortkey"">7003101000000000000♠</span>1,010"
{{Latest stable software release/PerfectDisk}},"13.0 Build 842 <small>(November&nbsp;13,&nbsp;2014<span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2014-11-13</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/PerfectDisk&action=edit &#91;±&#93;]</small>"
{{incorrect|1.0}},"style=""background: #F90; color: black; vertical-align: middle; text-align: center; "" class=""incorrect""|1.0"
{{No|1982-1984}},"style=""background:#F99;vertical-align:middle;text-align:center;"" class=""table-no""|1982-1984"
{{Latest stable software release/Pocomail}},"4.8 build 4400 discontinued <small>(April&nbsp;6, 2009<span class=""noprint"">&#059;&#032;6 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2009-04-06</span>)</span>)</small> <small class=""plainlinks"">[//en.wikipedia.org/w/index.php?title=Template:Latest_stable_software_release/Pocomail&action=edit &#91;±&#93;]</small>"
{{nts|99.99}},"<span style=""display:none"" class=""sortkey"">7001999900000000000♠</span>99.99"
{{strikethrough|Aggregate zone}},<s>Aggregate zone</s>
"{{yes|[[Shell script]], [[Batch file|Batch script]], Cross-platform command-line, [[Groovy (programming language)|Groovy]], [[Make (software)|Make]], [[IBM Rational Team Concert|RTC Jazz]], [[Team Foundation Server|TFS Build]], Custom Script Interpreter}}","style=""background:#9F9;vertical-align:middle;text-align:center;"" class=""table-yes""|[[Shell script]], [[Batch file|Batch script]], Cross-platform command-line, [[Groovy (programming language)|Groovy]], [[Make (software)|Make]], [[IBM Rational Team Concert|RTC Jazz]], [[Team Foundation Server|TFS Build]], Custom Script Interpreter"
{{Start date and age|2012|07|30}},"July&nbsp;30, 2012<span class=""noprint"">&#059;&#032;2 years ago</span><span style=""display:none"">&#160;(<span class=""bday dtstart published updated"">2012-07-30</span>)</span>"
{{Anchor|ircII}},"<span id=""ircII""></span>"
{{citation needed|date=January 2013}},"<sup class=""noprint Inline-Template Template-Fact"" style=""white-space:nowrap;"">&#91;<i>[[Wikipedia:Citation needed|<span title=""This claim needs references to reliable sources. (January 2013)"">citation needed</span>]]</i>&#93;</sup>"
{{Flagicon|Taiwan}},"<span class=""flagicon"">[[File:Flag of the Republic of China.svg|23x15px|border |alt=Taiwan|link=Taiwan]]</span>"
