id;product_name;countries;ingredients
3021690011371;"Taboulé aux Tomates Fraîches";"France,Europe";"[1-boite-de-550-g, eau, oignons, poivrons-rouges, huile-d-olive-vierge-extra, du-poids-total, feuilles-de-menthe-de-provence-emincees, sel, jus-de-citron, et-d-orange-concentres, persil, aromes-semoule-de-ble-dur-precuite-a-la-vapeur, 180-g, , tomates-fraiches]";
3021690101249;"Cassoulet Toulousain Cuisiné à la Graisse d'Oie";"France";"[sauce, eau, oignon, couenne, carotte, graisse-d-oie, farine-de-ble, concentre-de-tomate, ail, sel, persil, graisse-de-canard, extraits-d-epices, poivre-
haricots-blancs-precuits-31-5-
ssaucisse-de-toulouse-precuite, viande-de-porc, gras-de-porc, blanc-d-oeuf, eau, sel, ail-et-oignon-en-poudre, sucre, poivre, boyau-naturel-
viande-de-porc-traitee-en-salaison-et-precuite, viande-de-porc, eau, sucre, sel, stabilisant, e-451, poivre]";
3021690021967;"Manchons Confits Pomme de terre à la Sarladaise";"France";"[pomme-de-terre-a-la-sarladaise, pommes-de-terre, eau, champignons-forestiers, graisse-de-canard, amidon-transforme-de-pommes-de-terre, farine-de-ble, ail, sel, arome, arome-de-fumee, persil, poivre-
manchons-de-canard-confits-igp-sud-ouest, manchons-de-canard-gras, sel-
ce-produit-contient-des-sulfites]";
3021690001389;"Cassoulet de Toulouse au Porc Fermier du Sud-Ouest";"France";"[sauce, eau, oignon, couenne, carotte, farine-de-ble, graisse-de-canard, ail, sel, concentre-de-tomate, poivre-
haricots-blancs-precuits-31-
saucisses-de-toulouse-precuites, viande-et-gras-de-porc-fermier-du-sud, ouest, blanc-d-oeuf, eau, sel, ail-et-oignon-en-poudre, sucre, boyau-naturel-de-porc-
viande-de-porc-presalee-et-precuite, viande-de-porc-fermier-du-sud, ouest-10]";
3245362977011;"Cassoulet du Pays Occitan aux saucisses de Toulouse";"France";"[sauce-cuisinee, haricots-lingots, saucisses-de-toulouse-grillees, viande-de-porc-12, eau, concentre-de-tomate, sel, graisse-de-canard, ail, poivre, viande-et-gras-de-porc, eau, boyau-naturel-de-porc, sel, poivre]";
3261055937810;"Sauté de volaille haricots verts tomates confites";"France";"[legumes, haricots-verts, carottes, tomates-confites, tomates-jus-cuisine, eau, vin-blanc, pulpe-d-ail, concentre-de-tomate, amidon-transforme-de-mais, aromes, bouillon-de-poule-aromatise, sel, sucre-caramelise, ail, romarin, thym, sauge-viande-de-poulet-traitee-en-salaison-rissolee, , tomates-mi-sechees, huile-de-tournesol, sel, ail, herbes-aromatiques, viande-de-poulet, graisse-de-canard, sel, eau, sucre-caramelise, arome]";
3368956845869;"Ratatouille";"France";"[tomates, aubergine-pre-frite, courgette, poivron, oignons, huile-de-colza, concentre-de-tomates, sucre, sel, amidon-transforme-de-mais, epices-et-aromates, acide-citrique, aubergine, huile-de-tournesol]";
3660088138995;"fine ratatouille au thon fumé ";"France";"[ratatouille, thon-fume, eau, creme, lait, fibre-de-chicoree, jaune-d-oeuf, basilic, fecule-de-manioc, sel, plante-aromatique, epice, poivrons-rouges, tomates, aubergines, courgettes]";
3021690008470;"Boulettes à la sauce tomate";"France";"[sauce, eau, concentre-de-tomate, amidon-transforme-de-mais, farine-de-ble, sucre, sel, ail-en-poudre, persil, arome-naturel, colorant, extrait-de-paprika, celeri-en-poudre-
boulettes, viande-de-volaille-separee-mecaniquement, maigre-de-tete-de-porc, proteines-de-ble-texturees-rehydratees, fibre-de-pois, chapelure, sel, poivre, stabilisant, e451, ail-en-poudre, farine-de-ble, sel]";
3257232890399;"Chili con Carne";"France";"[eau, haricots-rouges-rehydrates, viande-bovine, concentre-de-tomates, tomates, poivrons-rouges, carottes, mais, oignons, sel, epices-et-aromates, amidon-transforme-de-mais, arome-naturel, haricots-rouges, affermissant, chlorure-de-calcium, cumin, ail, origan, piment]";
5000157024671;"Beanz";"France,Espagne,Royaume-Uni";"[beans, tomatoes, water, sugar, modified-cornflour, salt, spirit-vinegar, spice-extract, herb-extract]";
3564700679524;"Coq au Vin aux pommes de terre et aux carottes";"France";"[morceaux-de-cuisse-de-poulet-non-desosses, saumures, 
legumes, 
sauce, , morceaux-de-cuisse-de-poulet, eau, sel, pommes-de-terre, dont-conservateur, disulfite-de-sodium, carottes, champignons, oignons, eau, vin-rouge-corbieres, dont-sulfites, concentre-de-tomates, amidon-modifie-de-mais, arome, dont-gluten, gelifiants, gomme-guar, gomme-xanthane, sucre, poivre, arome-naturel-d-oignon-avec-autres-aromes-naturels, dont-lait, arome-naturel-d-ail, arome-naturel-de-thym, arome-naturel-de-laurier]";
3021690006049;"Lapin Sauté aux 2 Moutardes";"France";"[sauce-cuisinee, mirepoix-de-legumes, creme-fraiche-de-normandie, vin-blanc, huile-de-tournesol, amidon-transforme-de-mais, farine-de-ble, aromes, epices-et-aromates, epaississants, legumes, champignons-de-paris-viande-de-lapin-traitee-en-salaison-et-doree-au-four, eau, huile-de-tournesol, sucre, sel, stabilisant, e451i, eau, moutarde-a-l-ancienne-et-moutarde-de-dijon, du-poids-net, eau, graines-de-moutarde, vinaigre-d-alcool, sel, vinaigre-de-vin-blanc, sucre, epices, antioxygene, e330, oignons, carottes, huile-de-tournesol, gomme-xanthane, gomme-de-guar, pates-coquilles-precuites, semoule-de-ble-dur, blanc-d-oeuf, viande-de-lapin]";
3257980551979;"Ravioli Bolognaise ";"France";"[eau, semoule-de-ble-dur-viande-bovine, viande-de-porc, concentre-de-tomates, carottes, oignons, chapelure, vin-blanc, sel, champignons-de-paris, aromates, huile-de-colza, sucre, blanc-d-oeuf-deshydrate, amidon-transforme-de-pommes-de-terre, herbes-de-provence, aromes, poivre, farine-de-ble, sel, dont-celeri, ble-et-orge]";
3276650100422;"Chakchouka";"France";"[piments-forts, tomates, oignons, huile-do-tournesol, huile-d-olive, ail, coriandre-et-carvi, sel, sorbate-de-potassium]";
3254560033665;"Ratatouille ";"France";"[melange-de-legumes, jus-de-tomate, huile-de-tournesol, sucre, sel, amidon-modifie-de-mais, aromes-naturels, jus-de-citron, acidifiant, acide-citrique, epaississants, gomme-xanthane, gomme-guar, epice, courgettes, tomates, aubergines, oignons, poivrons-rouges-et-verts, celeri, lait]";
3083681045406;"Légumes façon Potée";"France";"[melange-de-legumes, bouillon, , chou-vert, carotte, pomme-de-terre, navet, eau, sel, aromes-naturel, gluten]";
3250390747291;"Blanquette de Veau aux petits légumes";"France";"[legumes, pomme-de-terre, carottes, champignons, oignons-sauce, eau, creme-fraiche, vin-blanc, amidon-transforme-de-mais, fond-de-volaille-aromatise, huile-de-tournesol, emulsifiant, e472e, epaississants, gomme-xanthane-et-gomme-guar, sel, arome, exhausteur-de-gout, eau, sel, sucre, stabilisant, e451-dont-lait-dont-sulfites-dont-celeri, lactose, gelatine-de-porc, farine-de-ble, aromes, sel, graisse-et-viande-de-poule, epices, glutamate-de-sodium-viande-de-veau-traitee-en-salaison-et-blanchie, viande-de-veau]";
3183810006060;"Purée de pois chiches à l'huile d'olive";"France";"[eau, pois-chiches, huile-d-olive-vierge-extra, sel, ail, jus-de-citron-concentre, epices
contient-des-sulfites]";
3493833040607;"Aubergines à la niçoise";"France";"[aubergines-bio, coulis-de-tomate-bio, oignons-bio, huile-d-olive-bio-vierge-extra, ail-bio, sel-de-guerande, sucre-de-canne-bio, herbes-bio]";
3049580530177;"Choucroute garnie";"France";"[choucroute-precuite, charcuterie-et-viande, viande-de-porc, eau, viande-de-dinde, maigre-de-tete-de-porc, farine-de-ble, couenne-de-porc, proteines-de-soja, sel, gelifiant, e407a, aromes, aromes-de-fumee, epices, proteines-de-lait, viande-de-porc-preparee-en-salaison, conservateurs, e250, e316, stabilisants, diphosphates, triphosphates, polyphosphates-jus-cuisine, sel, oignon, epice-saindoux-baies-de-genievre-et-graines-de-cumin, saucisses-et-saucisson-fumes, gras-de-porc, eau, sel, eau, vin-blanc, du-poids-net-total]";
3049580545560;"Les Saucisses aux Lentilles";"France";"[lentilles-et-petits-legumes, lentilles-precuits, carottes, oignons-
sauce, eau, saindoux, concentre-de-tomate, vinaigre-de-vin, sel, aromes, gelifiants, farine-de-graine-de-caroube-et-gomme-guar, ail-
saucisses-fumees, , gras-de-porc, viande-de-dinde, eau, viande-de-porc, couenne-de-porc, farine-de-ble, maigre-de-tete-de-porc, sel, proteines-de-soja, gelifiant, e407a, stabilisants, e450, e452, aromes, coriandre, conservateurs, e250, e316, proteines-de-lait]";
3302180001004;"Cassoulet au confit d'oie - Façon Castelnaudary";"France";"[haricots-lingots, manchons-d-oie-gras, confit-dans-la-graisse-de-canard, saucisses-de-toulouse, sauce-cuisinee, couennes-de-porc, graisse-de-canard, sel, ail, poivre, epaules-de-porc, gras-de-bardiere, sel-poivre, eau, os-de-porc, arome-naturel, concentre-de-tomate, poireaux, oignons, carottes]";
3038352880206;" Le Ravioli (Pur Bœuf, Farce au Bœuf)";"France";"[sauce, 
pates, 
farce, 
viande-de-boeuf-mise-en-oeuvre, du-poids-net-total, eau, concentre-de-tomates, legumes, oignons, carottes, viande-de-boeuf, huile-de-colza, sel, sucre, amidon-transforme-de-mais, arome, dont-lait, arome-de-fumee, aromate, vitamine, b1, b2, semoule-de-ble-dur, eau, blanc-d-oeuf, viande-de-boeuf, chapelure, farine-de-ble, sel, huile-de-colza, levure, paprika, legumes, carottes, oignons, sel]";
5411896111155;"Goulash";"France";"[viande-de-cheval, a-la-mise-en-oeuvre, eau, legumes, poivrons, puree-de-tomates, amidon-modifie, sel, farine-de-ble, plantes-aromatiques-et-epices, bouillon-concentre, exhausteur-de-gout, e621, carottes, oignons-frits, oignons, huile-de-palme, farine-de-ble, sel, sel, sucre, arome, hydrolysat-de-proteines-de-soja, huile-de-palme-hydrogenee, exhausteurs-de-gout, e621, e631, oignons, extrait-de-boeuf, plantes-aromatiques-et-epices, celeri]";
3017800222874;"Aubergines cuisinées";"France";"[aubergines, jus-de-tomates, tomates, oignons-prefrits, puree-de-tomates-double-concentre, sucre, huile-de-tournesol, huile-d-olive-vierge-extra, sel, plantes-aromatiques, arome-naturel, lait, acidifiants, acide-lactique-et-acide-citrique, epices, oignons, huile-de-tournesol]";
3083681023725;"Mais-Gewürzgurken-Mix mit Dijon-Senfkörnern";"France";"[melange-de-legumes, mais-doux, cornichons-cubes, moutarde-de-dijon-en-graines, sauce-au-persil, eau, moutarde-de-dijon, sel, sucre, vinaigre-de-vin-blanc, arome-moutarde, epaississant, gomme-xanthane, gomme-guar, antioxydant, acide-ascorbique, cornichons, eau, vinaigre, sucre, sel, agent-raffermissant, chlorure-de-calcium, arome, moutarde, eau, moutarde-en-graines, vinaigre, sel]";
3560070976232;"Ravioli aux légumes";"France";"[eau, ravioli, puree-de-tomates-mi-reduite, carottes, oignons, olives-vertes, poivrons-rouges, aubergines, sel, huile-de-tournesol, sucre, persil, amidon-modifie-de-mais, basilic, origan, arome, semoule-de-ble-dur, eau, chapelure, farine-de-ble, eau, epinards, brocolis, carottes, huile-de-tournesol, oignons, amidon-de-manioc, sel, basilic, aromes]";
3478820023726;"Ravioli Légumes - 675 g - Jardin Bio";"France";"[sauce, puree-de-tomates, eau, oignons, huile-de-tournesol, sucre-de-canne, bouillon-de-legumes-en-poudre, sel-marin, basilic, origan-
ravioli, eau, farce-des-ravioli, , sel-marin, extrait-de-levure, amidon-de-mais, huile-de-tournesol, anti-agglomerant, carbonate-de-calcium, carottes, poireaux, epices, plantes-aromatiques, celeri, pate-des-ravioli, semoule-de-ble-dur, legumes, carottes, poivrons, oignons, tomates, semoule-de-ble, chapelure, farine-de-ble, sel, huile-de-tournesol, sel-marin, puree-d-ail, poivre-noir, origan, thym, laurier]";
3256223660225;"Ravioli aux Légumes bio - 700 g - U";"France";"[sauce, ravioli, farce, semoule-de-ble-dur, chapelure, huile-de-tournesol, sel-marin, ail, cannelle, poivre-noir, noix-de-muscade, clou-de-girofle, ingredient-issu-de-l-agriculture-biologique, eau, concentre-de-tomates, oignons, aubergines, carotte, celeri-rave, huile-de-colza, sucre-de-canne, sel-marin, basilic, paprika, arome-naturel, romarin, origan, thym, jus-de-citron-concentre, persil, pate, semoule-de-ble-dur-de-qualite-superieure, eau, legumes, carottes, poivrons, oignon, tomates]";
3564700550144;"Ravioli aux légumes sauce tomate";"France";"[sauce-tomate, eau, legumes, puree-de-tomates-mi-reduite, olive-verte, sel, aromates, huile-de-tournesol, sucre, amidon-modifie-de-mais, extrait-naturel-de-poivre-

pate, semoule-de-ble-dur, eau-

farce, sel, legumes, huile-de-tournesol, amidon-de-manioc, sel, aromate, arome-naturel, extrait-naturel-de-poivre, carotte, oignon, poivron-rouge, aubergine, chapelure, farine-de-ble, brocoli, epinard, carotte, oignon]";
3021690023848;"Ravioli 6 Légumes sauce Tomate au Basilic";"France";"[sauce-cuisinee, eau, puree-de-tomates-mi-reduite, carottes, oignons, courgettes, poivrons-rouges, huile-de-tournesol, sel, sucre, persil, aromes, amidon-transforme-de-mais, basilic-0-2-
pate-fraiche, semoule-de-ble-dur, eau-
farce, sel, brocoli, epinards, carottes, huile-de-tournesol, oignons, fecule-de-manioc, sel, basilic, aromes, chapelure, farine-de-ble]";
3021690020021;"Lentilles vertes Moutarde à l'ancienne & Fines herbes";"France";"[eau, lentilles-vertes-precuites, moutarde-a-l-ancienne, creme-fraiche-de-normandie, moutarde-de-dijon, carotte, oignon, arome-naturel, farine-de-ble, fines-herbes, sucre, sel, poivre, eau, graines-de-moutarde, vinaigre-d-alcool, sel, vinaigre-de-vin-blanc, sucre, epices, eau, graines-de-moutarde, vinaigre-d-alcool, sel, ciboulette, persil, estragon]";
3596710409662;"Cassoulet Toulousain cuisiné à la graisse d'oie";"France";"[sauce, eau, graisse-d-oie, farine-de-ble, contient-gluten, concentre-de-tomate, arome, oignon-en-poudre, ail-en-poudre, persil, poivre, haricots-blancs-rehydrates-30-
charcuterie-et-viande, gras-de-porc, blanc-d-oeuf, eau, sel, epices-et-aromates, sucre, boyau-naturel, viande-de-porc-traitee-en-salaison, , saucisse-de-toulouse-cuite, viande-de-porc, viande-de-porc, eau, sel, dextrose, stabilisant, triphosphate-de-sodium, conservateur, nitrite-de-sodium]";
3021690000672;"Canard Mitonné Petits Pois et Carottes";"France";"[viande-de-canard-traitee-en-salaison-et-precuite, carottes, petits-pois, eau, concentre-de-tomate, oignon, vin-blanc, amidon-transforme-de-mais, graisse-de-canard, creme-fraiche-de-normandie, farine-de-ble, echalote-en-poudre, aromes, dont-gluten, arome-de-fumee, sel, huile-de-tournesol, sucre, viande-de-canard, eau, sel, sucre, stabilisant, e-451]";
3021690023978;"Saucisses aux lentilles sauce moutarde";"France";"[sauce-moutarde, eau, moutarde-de-dijon, arome-de-fumee, arome-naturel, dont-moutarde, sels-mineraux-de-mer, poivre-
lentilles-precuites-31-
saucisses-pur-porc-fumees, gras-et-viande-de-porc, pieces-de-tete-de-porc, eau, couennes, farine-de-ble, sel, plasma-de-porc-deshydrate, proteines-de-lait, oignon-en-poudre, epices, gelifiant, e-407, ail-en-poudre, stabilisant, e-451, antioxydant, e-300, conservateur, e-250, eau, graines-de-moutarde, vinaigre-d-alcool, transforme-de-mais, arome, dont-gluten, sodium, potassium, magnesium, calcium]";
26021874;"Garniture pour Bouchées à la Reine (2 Pers.)";"France";"[sauce, eau, amidon-transforme-de-mais, aromes, creme-fraiche, beurre, emulsifiant, e-472e, epaississants, e-415, e-422, exhausteur-de-gout, e-621, sel, poivre-
quenelles-de-volaille, eau, gras-de-veau, farine-de-ble, viande-de-volaille, dinde-ou-poulet, oeuf, blanc-d-oeuf, amidon-de-tapioca, proteines-de-lait, sel, aromes-
des-de-volaille-traitee-en-salaison-et-blanchie, eau, sel, sucre, stabilisant, e-451-champignon-8, viande-de-volaille, dinde-ou-poulet]";
3021690019018;"6 Quenelles de Saumon, Sauce Corail à la crevette (aux Œufs frais)";"France";"[sauce, eau, creme-fraiche-de-normandie, oignons, poudre-de-crevette-grise-rehydratee, du-poids-net, carottes, concentre-de-tomates, amidon-transforme-de-mais, jaune-d-oeuf-en-poudre, beurre, ciboulette, aromes, exhausteur-de-gout, glutamate-de-sodium, emulsifiant, e-472e, epaississants, gomme-xanthane-et-farine-de-graine-de-guar, jus-de-citron-concentre, composes-de-mineraux, sel, epices-et-aromates, colorant, extrait-de-paprika-
quenelles, eau, gras-de-veau, farine-de-ble, oeufs-frais-entiers, saumon, amidon-de-tapioca, sel, proteines-de-lait, aromes]";
3263851612618;"Lapin Chasseur et ses pommes de terre";"France";"[sauce, eau, oignons, carottes, vin-blanc, concentre-de-tomates, amidon-transforme-de-mais, farine-de-ble, armagnac-denature, fond-de-volaille-aromatise, huile-de-tournesol, sel, ail, persil, arome-et-arome-de-fumee, epice-et-aromates-
legumes, conservateur, disulfite-de-sodium, champignons, 
viande-de-lapin-traitee-en-salaison-et-precuite, viande-de-lapin, eau, sucre, sel, stabilisant, triphosphate-de-sodium, lactose, gelatine-de-porc, farine-de-ble, aromes, sel, graisse-et-viande-de-poule, epices, contient-du-celeri, pommes-de-terre, pommes-de-terre, champignons, eau, sel, acidifiant, acide-citrique, antioxydant, acide-ascorbique]";
3021690017939;"Torti au jambon, sauce pizza à l'origan";"France";"[sauce, eau, oignon, concentre-de-tomate, amidon-transforme-de-mais, huile-d-olive-vierge-extra, sucre, sel, origan, ail-en-poudre, arome, colorant, extrait-de-paprika-
torsades-precuites, eau, semoule-de-ble-dur, oeuf, blanc-d-oeuf-
jambon-traite-en-salaison-et-cuit, jambon-de-porc, eau, sel, gelatine, stabilisants, e-451, e-450, e-407, aromes, dextrose, proteines-de-sang, conservateurs, e-301, e-250]";
3021690004151;"Saucisses aux haricots";"France";"[sauce, eau, concentre-de-tomates, huile-de-tournesol, epices-et-aromates, farine-de-ble, sel, sucre-
haricots-blancs-rehydrates-30-
saucisses-cuites, , viande-bovine-10-3-du-poids-net, eau, viande-de-volaille-3-3-du-poids-net, farine-de-ble, epices-et-aromates, sel, proteines-de-lait, gelifiant, e-407, stabilisant, e-451i, antioxygene, e-300, conservateur, e-250]";
3250390121770;"Chili con Carne (3 portions)";"France";"[legumes, poivrons, mais, oignons, 
sauce, eau, concentre-de-tomates, sucre, huile-de-tournesol, sel, epices-et-aromates, contient-du-celeri, farine-de-ble, arome, colorant, extrait-de-paprika-
viande-bovine, , haricots-rouges-precuits]";
3250390786108;"Le Bœuf aux Haricots (1 portion)";"France";"[sauce, eau, concentre-de-tomates, oignons, huile-de-tournesol, aromes, carottes, amidon-modifie-de-mais, aromates, sel, colorant, extrait-de-paprika-
haricots-blancs-precuits, 
viande-bovine-traitee-en-salaison-et-blanchie, viande-bovine, eau, sel, sucre, stabilisant, e-451i]";
3021690018820;"Torsades Max de Bœuf (1 Pers.)";"France";"[sauce, eau, viande-bovine, carottes, concentre-de-tomate, oignon, aromes, dont-gluten, arome-de-fumee, sucre, sel, sels-mineraux-de-mer, epaississants, gomme-xanthane-et-gomme-guar-
torsades-precuites, eau, semoule-de-ble-dur, oeuf, poudre-de-blanc-d-oeuf, sodium, potassium, magnesium, calcium]";
3021690001372;"Cassoulet de Castelnaudary au Confit de Canard du Sud-Ouest";"France";"[sauce-cuisinee, haricots-lingots-blancs-precuits, manchons-de-canard-igp-sud-ouest-confits, saucisses-de-toulouse-precuites, 
-indication-geographique-protegee, eau, oignons, couennes, carottes, farine-de-ble, sel, ail, concentre-de-tomates, graine-de-canard, poivre, manchons-de-canard-gras-du-sud-ouest, sel, viande-de-porc, gras-de-porc, maigre-de-tete-de-porc, blancs-d-oeufs, eau, sel, epices, aromates, sucre, boyau-naturel]";
3222471169162;"Saucisses aux lentilles à la graisse d'oie (1 portion)";"France";"[sauce, eau, graisse-d-oie, du-poids-net-total, aromes, concentre-de-tomate, farine-de-ble, moutarde-de-dijon, aromates, contient-celeri, sel, vin-blanc, vinaigre-d-alcool-
legumes-et-lardons, lentilles-rehydratees, carottes, lardons, oignons-
2-saucisses-pur-porc-superieures-fumees-et-precuites, gras-de-porc, viande-de-porc, porc, eau, sel, plasma-de-porc-deshydrate, epice-et-aromates, stabilisant, e-451i, conservateur, e-250, boyau-naturel, fumee-liquide, eau, graines-de-moutarde, vinaigre-d-alcool, sel, antioxydant, e330, poitrine-de-porc, sel, dextrose, arome-de-fumee, acidifiant-e-330, conservateurs, e-316, e-250]";
3222471169209;"Cassoulet cuisiné à la graisse d'oie";"France";"[sauce, eau, graisse-d-oie, farine-de-ble, epices-et-aromates, concentre-de-tomate, aromes, contient-celeri, 
haricots-blancs-rehydrates, 
1-saucisse-de-toulouse-precuite, viande-de-porc, gras-de-porc, porc, sel, epice-et-aromates, stabilisant, e-451i, conservateur, e-250, boyau-naturel-
epaule-de-porc-traitee-en-salaison, viande-de-porc, eau, sel, dextrose-de-ble, stabilisant, e-451i, conservateur, e-250]";
3560070748938;"Chili con Carne (Au Bœuf) 2 Pers.";"France";"[haricots-rouges-rehydrates, eau, viande-de-boeuf, concentre-de-tomates, poivrons, mais, oignons, sucre, sel, epices, farine-de-ble, ail-en-poudre, arome-naturel-de-poivre-avec-d-autres-aromes-naturels, celeri-en-poudre, colorant, extrait-de-paprika, cumin, coriandre, piment-fort]";
3250391340842;"Bœuf aux Haricots";"France";"[sauce, eau, concentre-de-tomate, oignon, huile-de-tournesol, aromes, carottes, amidon-modifie-de-mais, aromates, sel, colorant, extrait-de-paprika-
haricots-blancs-precuits, 
viande-bovine-traitee-en-salaison-et-blanchie, viande-bovine, eau, sel, sucre, stabilisant, e451i]";
