"Name";"Feature ";"Products ";"Cells";"Empty Cells";"Ratio EmCell";"Nombre de Features Homogenes";"Ratio de Features Homogenes";"Nombre de Features Homogenes Numeriques";"Product Chartable";"Testing Score"
"1981_NCAA_Rifle_Championships_2.pcm";"3";"2";"6";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_FIS_Freestyle_Skiing_World_Cup_14.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Monaco_Grand_Prix_1.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Navy_Midshipmen_football_team_0.pcm";"7";"12";"84";"20";"23.80952380952381";"5";"83.33333333333333";"2";"true";"0"
"1981_IIHF_European_U18_Championship_1.pcm";"7";"4";"28";"4";"14.285714285714286";"6";"100.0";"1";"false";"0"
"1981_Dutch_Grand_Prix_1.pcm";"8";"30";"240";"11";"4.583333333333333";"2";"28.571428571428573";"0";"false";"0"
"1981_Grand_Prix__tennis__14.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Formula_One_season_1.pcm";"9";"15";"135";"0";"0.0";"8";"100.0";"0";"false";"0"
"1981_North_American_Soccer_League_season_2.pcm";"5";"5";"25";"0";"0.0";"4";"100.0";"4";"true";"0"
"1981_NFL_draft_12.pcm";"5";"28";"140";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Philadelphia_Eagles_season_24.pcm";"6";"2";"12";"0";"0.0";"5";"100.0";"5";"true";"0"
"1981_Major_League_Baseball_season_1.pcm";"6";"7";"42";"0";"0.0";"5";"100.0";"3";"true";"0"
"1981_Los_Angeles_Dodgers_season_21.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_IAAF_World_Cup_0.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_IIHF_European_U18_Championship_3.pcm";"7";"4";"28";"4";"14.285714285714286";"6";"100.0";"1";"false";"0"
"1981_Men_s_World_Team_Squash_Championships_0.pcm";"4";"6";"24";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Philadelphia_Eagles_season_28.pcm";"6";"2";"12";"0";"0.0";"5";"100.0";"5";"true";"0"
"1981_Boston_Red_Sox_season_3.pcm";"2";"6";"12";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_Cincinnati_Reds_season_3.pcm";"2";"6";"12";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_Jakarta_Anniversary_Tournament_1.pcm";"5";"8";"40";"0";"0.0";"4";"100.0";"4";"true";"0"
"1981_European_Cup_Winners__Cup_Final_1.pcm";"18";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Eastern_League_season_1.pcm";"5";"4";"20";"0";"0.0";"4";"100.0";"3";"true";"0"
"1981_Milwaukee_Brewers_season_3.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"2";"true";"0"
"1981_Orange_Bowl_0.pcm";"9";"2";"18";"0";"0.0";"8";"100.0";"5";"true";"0"
"1981_Green_Bay_Packers_season_0.pcm";"5";"11";"55";"0";"0.0";"4";"100.0";"1";"false";"0"
"1981_European_Cup__athletics__1.pcm";"3";"8";"24";"1";"4.166666666666667";"1";"50.0";"0";"false";"0"
"1981_IIHF_European_U18_Championship_7.pcm";"7";"4";"28";"4";"14.285714285714286";"6";"100.0";"1";"false";"0"
"1981_Pacific_Conference_Games_0.pcm";"7";"20";"140";"0";"0.0";"3";"50.0";"0";"false";"0"
"1981_Giro_d_Italia_4.pcm";"4";"10";"40";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Oakland_Athletics_season_8.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"2";"true";"0"
"1981_Campeonato_Brasileiro_S_rie_C_0.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Baltimore_Orioles_season_4.pcm";"7";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Major_League_Baseball_All-Star_Game_4.pcm";"4";"10";"40";"10";"25.0";"3";"100.0";"0";"false";"0"
"1981_Men_s_World_Team_Squash_Championships_12.pcm";"3";"1";"3";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_PBA_Open_Conference_Finals_4.pcm";"3";"5";"15";"10";"66.66666666666667";"2";"100.0";"0";"false";"0"
"1981_Benson___Hedges_Cup_1.pcm";"8";"5";"40";"0";"0.0";"7";"100.0";"7";"true";"0"
"1981_Miami_Hurricanes_football_team_1.pcm";"3";"10";"30";"5";"16.666666666666668";"1";"50.0";"0";"false";"0"
"1981_Japanese_Regional_Leagues_5.pcm";"9";"10";"90";"0";"0.0";"8";"100.0";"6";"true";"0"
"1981_North_American_Soccer_League_season_8.pcm";"7";"1";"7";"0";"0.0";"6";"100.0";"0";"false";"0"
"1981_Budweiser_NASCAR_400_0.pcm";"6";"10";"60";"0";"0.0";"5";"100.0";"3";"true";"0"
"1981_Cronulla-Sutherland_Sharks_season_0.pcm";"10";"12";"120";"0";"0.0";"9";"100.0";"7";"true";"0"
"1981_CONCACAF_Championship_qualification_1.pcm";"6";"9";"54";"0";"0.0";"2";"40.0";"2";"true";"0"
"1981_New_York_Cosmos_season_1.pcm";"9";"5";"45";"0";"0.0";"8";"100.0";"6";"true";"0"
"1981_British_Grand_Prix_0.pcm";"8";"30";"240";"10";"4.166666666666667";"2";"28.571428571428573";"0";"false";"0"
"1981_FIBA_Europe_Under-16_Championship_2.pcm";"7";"6";"42";"0";"0.0";"6";"100.0";"6";"true";"0"
"1981_New_York_Yankees_season_2.pcm";"7";"10";"70";"0";"0.0";"6";"100.0";"5";"true";"0"
"1981_Cupa_Rom_niei_Final_3.pcm";"2";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_NCAA_Division_I_Men_s_Lacrosse_Championship_7.pcm";"5";"6";"30";"0";"0.0";"4";"100.0";"4";"true";"0"
"1981_Italian_Grand_Prix_0.pcm";"6";"30";"180";"0";"0.0";"4";"80.0";"1";"false";"0"
"1981_NBA_Playoffs_13.pcm";"45";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Jordan_League_2.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Ohio_State_Buckeyes_football_team_0.pcm";"5";"3";"15";"0";"0.0";"4";"100.0";"2";"true";"0"
"1981_NCAA_Division_I_Cross_Country_Championships_3.pcm";"4";"10";"40";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Copa_Libertadores_5.pcm";"2";"2";"4";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_Pittsburgh_Pirates_season_2.pcm";"7";"5";"35";"0";"0.0";"6";"100.0";"5";"true";"0"
"1981_Campeonato_Brasileiro_S_rie_A_12.pcm";"5";"9";"45";"0";"0.0";"1";"25.0";"1";"false";"0"
"1981_German_Grand_Prix_1.pcm";"8";"30";"240";"10";"4.166666666666667";"2";"28.571428571428573";"0";"false";"0"
"1981_European_Cup_Final_1.pcm";"5";"4";"20";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Masters_Tournament_3.pcm";"5";"18";"90";"0";"0.0";"4";"100.0";"1";"false";"0"
"1981_Philadelphia_Eagles_season_20.pcm";"6";"2";"12";"0";"0.0";"5";"100.0";"5";"true";"0"
"1981_NBA_Playoffs_9.pcm";"14";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Indianapolis_500_0.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Montreal_Expos_season_3.pcm";"4";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Belgian_Grand_Prix_1.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_NSWRFL_season_2.pcm";"19";"2";"38";"2";"5.2631578947368425";"18";"100.0";"0";"false";"0"
"1981_British_Grand_Prix_2.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_European_Marathon_Cup_2.pcm";"3";"3";"9";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_European_Karate_Championships_0.pcm";"4";"7";"28";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_FIVB_Volleyball_Women_s_World_Cup_0.pcm";"2";"8";"16";"0";"0.0";"1";"100.0";"0";"false";"0"
"1981_Montreal_Expos_season_6.pcm";"7";"6";"42";"0";"0.0";"6";"100.0";"5";"true";"0"
"1981_Giro_d_Italia_5.pcm";"4";"5";"20";"0";"0.0";"3";"100.0";"1";"false";"0"
"1981_IAAF_World_Cup_1.pcm";"7";"19";"133";"0";"0.0";"3";"50.0";"0";"false";"0"
"1981_German_Grand_Prix_3.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Campeonato_Brasileiro_S_rie_B_5.pcm";"10";"8";"80";"0";"0.0";"8";"88.88888888888889";"7";"true";"0"
"1981_Houston_Astros_season_1.pcm";"2";"7";"14";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_NBL_season_2.pcm";"3";"4";"12";"1";"8.333333333333334";"2";"100.0";"0";"false";"0"
"1981_New_York_Cosmos_season_0.pcm";"9";"4";"36";"0";"0.0";"8";"100.0";"6";"true";"0"
"1981_Montreal_Expos_season_1.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Philadelphia_Eagles_season_37.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Minnesota_Vikings_season_1.pcm";"6";"16";"96";"0";"0.0";"5";"100.0";"0";"false";"0"
"1981_Montreal_Expos_season_9.pcm";"8";"8";"64";"0";"0.0";"7";"100.0";"7";"true";"0"
"1981_CARIFTA_Games_0.pcm";"7";"16";"112";"0";"0.0";"3";"50.0";"0";"false";"0"
"1981_Mestaruussarja_0.pcm";"1";"1";"1";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_European_Figure_Skating_Championships_2.pcm";"4";"6";"24";"0";"0.0";"3";"100.0";"1";"false";"0"
"1981_Jakarta_Anniversary_Tournament_0.pcm";"5";"8";"40";"0";"0.0";"4";"100.0";"4";"true";"0"
"1981_Oakland_Athletics_season_10.pcm";"5";"3";"15";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Juniors_Track_World_Championships_0.pcm";"4";"4";"16";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_NBA_Playoffs_3.pcm";"10";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_New_York_Yankees_season_6.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_Major_League_Baseball_season_9.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Montreal_Expos_season_7.pcm";"7";"4";"28";"0";"0.0";"6";"100.0";"6";"true";"0"
"1981_NCAA_Men_s_Water_Polo_Championship_0.pcm";"3";"8";"24";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Orsz_gos_Bajnoks_g_I__men_s_water_polo__0.pcm";"9";"14";"126";"0";"0.0";"8";"100.0";"7";"true";"0"
"1981_Minnesota_Twins_season_1.pcm";"3";"4";"12";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Norwegian_Football_Cup_0.pcm";"5";"7";"35";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_King_George_VI_and_Queen_Elizabeth_Stakes_1.pcm";"7";"7";"49";"1";"2.0408163265306123";"5";"83.33333333333333";"1";"false";"0"
"1981_FIFA_World_Youth_Championship_0.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_Governor_General_s_Awards_1.pcm";"3";"4";"12";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_NBA_All-Star_Game_2.pcm";"6";"2";"12";"0";"0.0";"5";"100.0";"5";"true";"0"
"1981_British_Saloon_Car_Championship_season_2.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Campeonato_Brasileiro_S_rie_A_6.pcm";"5";"9";"45";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Copa_Libertadores_8.pcm";"4";"8";"32";"0";"0.0";"3";"100.0";"3";"true";"0"
"1981_National_Panasonic_Series_0.pcm";"4";"4";"16";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Japanese_Regional_Leagues_7.pcm";"9";"8";"72";"0";"0.0";"8";"100.0";"6";"true";"0"
"1981_IAAF_World_Race_Walking_Cup_2.pcm";"3";"59";"177";"0";"0.0";"1";"50.0";"0";"false";"0"
"1981_Ottawa_Rough_Riders_season_5.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"2";"true";"0"
"1981_Can-Am_season_0.pcm";"5";"10";"50";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Buffalo_Bills_season_1.pcm";"5";"16";"80";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Belgian_Grand_Prix_0.pcm";"8";"31";"248";"46";"18.548387096774192";"2";"28.571428571428573";"0";"false";"0"
"1981_Chicago_Cubs_season_4.pcm";"2";"6";"12";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_Indianapolis_500_1.pcm";"4";"11";"44";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Campeonato_Brasileiro_S_rie_C_2.pcm";"4";"9";"36";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Canadian_Grand_Prix_1.pcm";"8";"30";"240";"10";"4.166666666666667";"2";"28.571428571428573";"0";"false";"0"
"1981_NBA_Playoffs_8.pcm";"14";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Hamilton_Tiger-Cats_season_1.pcm";"5";"7";"35";"0";"0.0";"4";"100.0";"4";"true";"0"
"1981_Giro_d_Italia_8.pcm";"4";"5";"20";"0";"0.0";"3";"100.0";"1";"false";"0"
"1981_Norwegian_First_Division_1.pcm";"4";"8";"32";"0";"0.0";"3";"100.0";"3";"true";"0"
"1981_CFL_Draft_0.pcm";"3";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Canadian_Ladies_Curling_Association_Championship_1.pcm";"4";"11";"44";"0";"0.0";"3";"100.0";"2";"true";"0"
"1981_Milwaukee_Brewers_season_1.pcm";"2";"7";"14";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Penn_State_Nittany_Lions_football_team_0.pcm";"6";"10";"60";"0";"0.0";"5";"100.0";"1";"false";"0"
"1981_Oakland_Raiders_season_0.pcm";"5";"9";"45";"0";"0.0";"4";"100.0";"1";"false";"0"
"1981_CFL_Draft_3.pcm";"5";"9";"45";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_NHL_Entry_Draft_7.pcm";"6";"21";"126";"0";"0.0";"5";"100.0";"0";"false";"0"
"1981_Chicago_Cubs_season_2.pcm";"2";"6";"12";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_Men_s_World_Team_Squash_Championships_5.pcm";"7";"6";"42";"0";"0.0";"6";"100.0";"4";"true";"0"
"1981_Pacific_hurricane_season_0.pcm";"3";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_New_England_Patriots_season_2.pcm";"1";"2";"2";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Ottawa_Rough_Riders_season_2.pcm";"5";"7";"35";"0";"0.0";"4";"100.0";"4";"true";"0"
"1981_North_American_Soccer_League_season_7.pcm";"7";"3";"21";"0";"0.0";"6";"100.0";"0";"false";"0"
"1981_Chicago_Cubs_season_3.pcm";"2";"6";"12";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_PBA_Open_Conference_Finals_2.pcm";"4";"13";"52";"0";"0.0";"3";"100.0";"1";"false";"0"
"1981_Hamilton_Tiger-Cats_season_3.pcm";"5";"1";"5";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Rome_Grand_Prix_0.pcm";"7";"27";"189";"22";"11.640211640211641";"4";"66.66666666666667";"0";"false";"0"
"1981_FIBA_Africa_Championship_for_Women_5.pcm";"3";"8";"24";"3";"12.5";"1";"50.0";"0";"false";"0"
"1981_Men_s_World_Team_Squash_Championships_4.pcm";"4";"15";"60";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Detroit_Tigers_season_1.pcm";"8";"9";"72";"0";"0.0";"7";"100.0";"5";"true";"0"
"1981_NHK_Trophy_3.pcm";"6";"8";"48";"0";"0.0";"5";"100.0";"3";"true";"0"
"1981_England_rugby_union_tour_of_Argentina_2.pcm";"7";"26";"182";"86";"47.252747252747255";"5";"83.33333333333333";"2";"true";"0"
"1981_Men_s_World_Team_Squash_Championships_9.pcm";"5";"5";"25";"0";"0.0";"4";"100.0";"3";"true";"0"
"1981_Oakland_Athletics_season_12.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_FIS_Freestyle_Skiing_World_Cup_0.pcm";"8";"9";"72";"0";"0.0";"7";"100.0";"1";"false";"0"
"1981_Independence_Bowl_0.pcm";"9";"2";"18";"0";"0.0";"8";"100.0";"5";"true";"0"
"1981_Cincinnati_Reds_season_1.pcm";"2";"7";"14";"0";"0.0";"1";"100.0";"1";"false";"0"
"1981_Oakland_Athletics_season_9.pcm";"7";"7";"49";"0";"0.0";"6";"100.0";"6";"true";"0"
"1981_European_Figure_Skating_Championships_1.pcm";"9";"24";"216";"27";"12.5";"8";"100.0";"5";"true";"0"
"1981_Italian_Grand_Prix_2.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Houston_Oilers_season_0.pcm";"5";"16";"80";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Cleveland_Browns_season_0.pcm";"5";"9";"45";"0";"0.0";"4";"100.0";"1";"false";"0"
"1981_James_Hardie_1000_0.pcm";"6";"10";"60";"0";"0.0";"5";"100.0";"1";"false";"0"
"1981_Chicago_Bears_season_0.pcm";"5";"16";"80";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_NBA_draft_0.pcm";"4";"1";"4";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_European_Athletics_Junior_Championships_1.pcm";"7";"15";"105";"0";"0.0";"3";"50.0";"0";"false";"0"
"1981_NFL_draft_9.pcm";"5";"27";"135";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Individual_Speedway_World_Championship_4.pcm";"3";"18";"54";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_NCAA_Division_II_football_season_0.pcm";"7";"2";"14";"0";"0.0";"6";"100.0";"0";"false";"0"
"1981_Philadelphia_Eagles_season_1.pcm";"5";"16";"80";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Campeonato_Brasileiro_S_rie_B_2.pcm";"10";"8";"80";"0";"0.0";"9";"100.0";"7";"true";"0"
"1981_Philadelphia_Phillies_season_4.pcm";"7";"4";"28";"0";"0.0";"6";"100.0";"5";"true";"0"
"1981_New_York_Jets_season_0.pcm";"6";"16";"96";"0";"0.0";"5";"100.0";"0";"false";"0"
"1981_Oakland_Athletics_season_0.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_FIBA_Club_World_Cup_1.pcm";"8";"5";"40";"0";"0.0";"7";"100.0";"6";"true";"0"
"1981_Daytona_500_1.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Michigan_Wolverines_football_team_0.pcm";"5";"4";"20";"0";"0.0";"4";"100.0";"2";"true";"0"
"1981_Campeonato_Brasileiro_S_rie_A_4.pcm";"10";"10";"100";"0";"0.0";"9";"100.0";"7";"true";"0"
"1981_Philadelphia_Eagles_season_38.pcm";"9";"52";"468";"0";"0.0";"7";"87.5";"4";"true";"0"
"1981_NFL_draft_14.pcm";"2";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_European_Judo_Championships_5.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_NFL_season_0.pcm";"5";"1";"5";"1";"20.0";"4";"100.0";"0";"false";"0"
"1981_Men_s_World_Team_Squash_Championships_1.pcm";"7";"4";"28";"0";"0.0";"6";"100.0";"4";"true";"0"
"1981_Campeonato_Brasileiro_S_rie_B_0.pcm";"10";"8";"80";"0";"0.0";"9";"100.0";"7";"true";"0"
"1981_Copa_Per__0.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_California_Angels_season_5.pcm";"7";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Pacific_typhoon_season_0.pcm";"14";"1";"14";"0";"0.0";"13";"100.0";"0";"false";"0"
"1981_Buffalo_Bills_season_2.pcm";"5";"2";"10";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Challenge_Cup_1.pcm";"5";"8";"40";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_New_York_Mets_season_5.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"2";"true";"0"
"1981_CONCACAF_Championship_1.pcm";"7";"9";"63";"0";"0.0";"3";"50.0";"3";"true";"0"
"1981_Caesars_Palace_Grand_Prix_3.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_Chicago_White_Sox_season_2.pcm";"14";"15";"210";"0";"0.0";"13";"100.0";"13";"true";"0"
"1981_IIHF_European_U18_Championship_8.pcm";"6";"3";"18";"3";"16.666666666666668";"5";"100.0";"1";"false";"0"
"1981_PBA_Reinforced_Filipino_Conference_Finals_4.pcm";"3";"4";"12";"8";"66.66666666666667";"2";"100.0";"0";"false";"0"
"1981_Los_Angeles_Dodgers_season_3.pcm";"9";"9";"81";"0";"0.0";"8";"100.0";"7";"true";"0"
"1981_New_York_Cosmos_season_3.pcm";"7";"3";"21";"1";"4.761904761904762";"6";"100.0";"0";"false";"0"
"1981_Miami_Dolphins_season_1.pcm";"5";"1";"5";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Pittsburgh_Pirates_season_4.pcm";"7";"3";"21";"0";"0.0";"6";"100.0";"6";"true";"0"
"1981_Minnesota_Twins_season_3.pcm";"8";"4";"32";"0";"0.0";"6";"85.71428571428571";"5";"true";"0"
"1981_Dutch_Grand_Prix_3.pcm";"3";"5";"15";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_European_Figure_Skating_Championships_0.pcm";"4";"21";"84";"0";"0.0";"3";"100.0";"1";"false";"0"
"1981_Giro_d_Italia_10.pcm";"3";"3";"9";"0";"0.0";"2";"100.0";"1";"false";"0"
"1981_FIS_Freestyle_Skiing_World_Cup_1.pcm";"8";"8";"64";"0";"0.0";"7";"100.0";"1";"false";"0"
"1981_Federation_Cup__tennis__0.pcm";"8";"3";"24";"0";"0.0";"7";"100.0";"0";"false";"0"
"1981_Indianapolis_500_4.pcm";"2";"1";"2";"0";"0.0";"1";"100.0";"0";"false";"0"
"1981_Benson___Hedges_Cup_2.pcm";"8";"5";"40";"0";"0.0";"7";"100.0";"7";"true";"0"
"1981_ICF_Canoe_Sprint_World_Championships_0.pcm";"5";"6";"30";"6";"20.0";"4";"100.0";"0";"false";"0"
"1981_New_York_Giants_season_0.pcm";"5";"16";"80";"0";"0.0";"4";"100.0";"0";"false";"0"
"1981_Baltimore_Orioles_season_5.pcm";"3";"6";"18";"0";"0.0";"2";"100.0";"2";"true";"0"
"1981_European_Karate_Championships_1.pcm";"3";"1";"3";"1";"33.333333333333336";"2";"100.0";"0";"false";"0"
"1981_Cupa_Rom_niei_Final_2.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Edmonton_Eskimos_season_1.pcm";"6";"7";"42";"0";"0.0";"5";"100.0";"5";"true";"0"
"1981_European_Formula_Two_season_1.pcm";"1";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Romania_rugby_union_tour_of_Scotland_2.pcm";"2";"0";"0";"0";"0.0";"0";"0.0";"0";"false";"0"
"1981_Men_s_World_Team_Squash_Championships_2.pcm";"4";"10";"40";"0";"0.0";"3";"100.0";"0";"false";"0"
"1981_Meath_Intermediate_Football_Championship_2.pcm";"9";"7";"63";"0";"0.0";"8";"100.0";"7";"true";"0"
"1981_European_Marathon_Cup_1.pcm";"3";"3";"9";"0";"0.0";"2";"100.0";"0";"false";"0"
"1981_Benson___Hedges_Cup_3.pcm";"8";"5";"40";"0";"0.0";"7";"100.0";"7";"true";"0"
